ags,wahlkreis,wahlbezirk,gemeinde,name,wahlart,linke,spd,gruene,summe,gueltige_zweitstimmen,anteil_prozent,mehr_als_50_prozent
15089235,021,000005,"Nienburg (Saale), Stadt",Turnhalle Latdorf,U,14,24,12,50,372,13.440860215053764,False
15089235,021,000006,"Nienburg (Saale), Stadt",ehemalige Jugendfeuerwehr Neugattersleben,U,24,28,8,60,365,16.438356164383563,False
15089235,021,000007,"Nienburg (Saale), Stadt",Dorfgemeinschaftshaus Pobzig,U,5,6,5,16,148,10.81081081081081,False
15089235,021,000008,"Nienburg (Saale), Stadt",Dorfgemeinschaftshaus Wedlitz,U,6,13,2,21,155,13.548387096774194,False
15089235,021,000990,"Nienburg (Saale), Stadt",Nienburg,B,78,101,60,239,963,24.81827622014538,False
15089245,021,000995,Plötzkau,Saale-Wipper - Plötzkau,B,6,12,9,27,113,23.893805309734514,False
15089245,021,245001,Plötzkau,Haus der Vereine,U,26,22,5,53,451,11.751662971175167,False
15089245,021,245002,Plötzkau,Schützenhaus Bründel,U,3,9,1,13,110,11.818181818181818,False
15089245,021,245003,Plötzkau,Kirche Großwirschleben,U,2,5,9,16,122,13.114754098360656,False
15082180,022,000001,"Köthen (Anhalt), Stadt","Stadtzentrum - Grundschule ""Johann Friedrich Naumann""",U,84,64,68,216,828,26.08695652173913,False
15082180,022,000002,"Köthen (Anhalt), Stadt","Um Bärteich - Sekundarschule ""Völkerfreundschaft""",U,68,49,40,157,791,19.84829329962073,False
15082180,022,000003,"Köthen (Anhalt), Stadt","Um Bahnhof - Grundschule ""Kastanienschule""",U,80,59,48,187,901,20.754716981132077,False
15082180,022,000004,"Köthen (Anhalt), Stadt","Um Hochschule Bernburger Straße - Kita ""Angelika Hartmann""",U,71,52,51,174,661,26.32375189107413,False
15082180,022,000005,"Köthen (Anhalt), Stadt","südlich Fasanerieallee - Förderschule ""Angelika Hartmann""",U,72,60,55,187,763,24.50851900393185,False
15082180,022,000006,"Köthen (Anhalt), Stadt",Um Edderitzer Straße - Volkssolidartät Kreisverband Köthen e.V.,U,81,53,39,173,853,20.281359906213364,False
15082180,022,000007,"Köthen (Anhalt), Stadt","Um ehem. Krankenhaus Süd - Sekundarschule ""Völkerfreundschaft""",U,82,58,43,183,947,19.32418162618796,False
15082180,022,000008,"Köthen (Anhalt), Stadt","Um Hochschule - Lohmannstraße - Kita ""St. Anna""",U,72,32,33,137,745,18.389261744966444,False
15082180,022,000009,"Köthen (Anhalt), Stadt",Klepzig - BVIK gGmbH,U,33,25,26,84,405,20.74074074074074,False
15082180,022,000010,"Köthen (Anhalt), Stadt",Porst - Sportlergaststätte Porst,U,7,4,2,13,82,15.853658536585366,False
15082180,022,000011,"Köthen (Anhalt), Stadt",Elsdorf - Sportlerheim Elsdorf,U,11,9,10,30,163,18.404907975460123,False
15082180,022,000012,"Köthen (Anhalt), Stadt",Geuz - Hahnemannschule,U,70,54,57,181,733,24.69304229195089,False
15082180,022,000013,"Köthen (Anhalt), Stadt",Um Obstmustergarten - Hahnemannschule,U,52,50,32,134,666,20.12012012012012,False
15082180,022,000014,"Köthen (Anhalt), Stadt","Um Sportzentrum - Sekundarschule ""An der Rüsternbreite""",U,65,59,16,140,715,19.58041958041958,False
15082180,022,000015,"Köthen (Anhalt), Stadt",Merzien/Hohsdorf - Gemeindehaus Merzien,U,13,15,10,38,267,14.232209737827715,False
15082180,022,000016,"Köthen (Anhalt), Stadt",Zehringen - Feuerwehrgerätehaus Merzien,U,1,3,11,15,64,23.4375,False
15082180,022,000017,"Köthen (Anhalt), Stadt",Arensdorf/Gahrendorf - Axel Ullrich GmbH,U,15,6,7,28,232,12.068965517241379,False
15082180,022,000018,"Köthen (Anhalt), Stadt",Baasdorf - Gemeindehaus Baasdorf,U,14,5,4,23,207,11.11111111111111,False
15082180,022,000019,"Köthen (Anhalt), Stadt",Dohndorf - Dorfgemeinschaftshaus Dohndorf,U,7,8,5,20,129,15.503875968992247,False
15082180,022,000020,"Köthen (Anhalt), Stadt",Löbnitz an der Linde - Festburg Löbnitz an der Linde,U,4,5,2,11,111,9.90990990990991,False
15082180,022,000021,"Köthen (Anhalt), Stadt",Großwülknitz - Sportlerheim Großwülknitz,U,19,6,8,33,176,18.75,False
15082180,022,000022,"Köthen (Anhalt), Stadt",Kleinwülknitz - Dorfgemeinschaftshaus Kleinwülknitz,U,6,3,2,11,103,10.679611650485437,False
15082180,022,000023,"Köthen (Anhalt), Stadt",Briefwahlvorstand 1 - Raum 217,B,368,322,235,925,2813,32.883043014575186,False
15082180,022,000024,"Köthen (Anhalt), Stadt",Briefwahlvorstand 2 - Raum 218,B,87,104,64,255,825,30.90909090909091,False
15082241,022,000001,Muldestausee,Burgkemnitz - Ehemaliges Bahnhofsgebäude,U,25,27,27,79,404,19.554455445544555,False
15082241,022,000002,Muldestausee,Muldenstein - Herrenhaus,U,57,47,46,150,872,17.201834862385322,False
15082241,022,000003,Muldestausee,Plodda - Mehrzweckgebäude,U,17,9,15,41,254,16.141732283464567,False
15082241,022,000004,Muldestausee,Rösa - Dorfgemeinschaftshaus,U,22,16,24,62,385,16.103896103896105,False
15082241,022,000005,Muldestausee,Schlaitz - Dorfgemeinschaftshaus,U,20,20,17,57,448,12.723214285714286,False
15082241,022,000006,Muldestausee,Gröbern - Mehrzweckgebäude,U,12,13,11,36,316,11.39240506329114,False
15082241,022,000007,Muldestausee,Gossa - Dorfgemeinschaftshaus,U,13,9,14,36,258,13.953488372093023,False
15082241,022,000008,Muldestausee,Krina - Dorfgemeinschaftshaus,U,15,15,8,38,296,12.837837837837839,False
15082241,022,000009,Muldestausee,Schwemsal - Gutsscheune,U,22,18,11,51,314,16.24203821656051,False
15082241,022,000010,Muldestausee,Pouch - Dorfgemeinschaftshaus,U,36,37,44,117,712,16.43258426966292,False
15082241,022,000011,Muldestausee,Schmerz - Ehemaliges Feuerwehrgebäude,U,11,10,3,24,148,16.216216216216218,False
15082241,022,000012,Muldestausee,Friedersdorf - Bürgerhaus,U,56,55,45,156,838,18.615751789976134,False
15082241,022,000013,Muldestausee,Mühlbeck - Begegnungsstätte,U,30,30,29,89,439,20.273348519362187,False
15082241,022,000014,Muldestausee,Briefwahlbezirk 1 - Agora Akademie,B,61,74,85,220,745,29.530201342281877,False
15082241,022,000015,Muldestausee,Briefwahlbezirk 2 - Agora Akademie,B,62,59,69,190,733,25.920873124147338,False
15082241,022,000016,Muldestausee,Briefwahlbezirk 3 - Agora Akademie,B,78,67,71,216,747,28.91566265060241,False
15082301,022,000001,"Raguhn-Jeßnitz, Stadt",Altjeßnitz - Kulturraum Altjeßnitz,U,15,18,10,43,227,18.94273127753304,False
15082301,022,000002,"Raguhn-Jeßnitz, Stadt",Jeßnitz (Anhalt) I - Rathaus Jeßnitz,U,44,41,28,113,902,12.527716186252771,False
15082301,022,000003,"Raguhn-Jeßnitz, Stadt",Jeßnitz (Anhalt) II - Jahnturnhalle,U,49,18,36,103,697,14.777618364418938,False
15082301,022,000004,"Raguhn-Jeßnitz, Stadt",Marke - Kulturraum im Gemeindeamt Marke,U,6,7,12,25,126,19.841269841269842,False
15082301,022,000005,"Raguhn-Jeßnitz, Stadt",Raguhn I - Sekundarschule Raguhn (Speisesaal),U,29,27,36,92,843,10.913404507710558,False
15082301,022,000006,"Raguhn-Jeßnitz, Stadt","Raguhn II - Grundschule ""Am Markt"" (Aula)",U,45,39,33,117,834,14.028776978417266,False
15082301,022,000007,"Raguhn-Jeßnitz, Stadt",Retzau - Schulungsraum FFW Retzau,U,12,3,4,19,194,9.793814432989691,False
15082301,022,000008,"Raguhn-Jeßnitz, Stadt",Schierau - Gemeindeamt Schierau,U,18,8,17,43,415,10.36144578313253,False
15082301,022,000009,"Raguhn-Jeßnitz, Stadt",Thurland - Gemeindeamt,U,9,10,6,25,180,13.88888888888889,False
15082301,022,000010,"Raguhn-Jeßnitz, Stadt",Tornau vor der Heide - Kulturraum Tornau vor der Heide,U,7,13,14,34,268,12.686567164179104,False
15082301,022,000011,"Raguhn-Jeßnitz, Stadt",Briefwahlvorstand I - Rathaus Raguhn (großer Sitzungssaal),B,134,143,107,384,1455,26.391752577319586,False
15082377,022,000010,"Südliches Anhalt, Stadt",Edderitz,U,50,23,10,83,565,14.690265486725664,False
15082377,022,000020,"Südliches Anhalt, Stadt",Fraßdorf,U,10,5,6,21,115,18.26086956521739,False
15082377,022,000030,"Südliches Anhalt, Stadt",Glauzig,U,12,4,6,22,197,11.16751269035533,False
15082377,022,000040,"Südliches Anhalt, Stadt",Görzig,U,31,21,20,72,415,17.349397590361445,False
15082377,022,000051,"Südliches Anhalt, Stadt",Gröbzig-Rathaus,U,29,28,19,76,556,13.66906474820144,False
15082377,022,000052,"Südliches Anhalt, Stadt",Gröbzig-Kita,U,41,26,24,91,558,16.308243727598565,False
15082377,022,000060,"Südliches Anhalt, Stadt",Großbadegast,U,37,17,15,69,352,19.602272727272727,False
15082377,022,000070,"Südliches Anhalt, Stadt",Hinsdorf,U,16,14,15,45,266,16.917293233082706,False
15082377,022,000080,"Südliches Anhalt, Stadt",Libehna,U,22,5,3,30,155,19.35483870967742,False
15082377,022,000090,"Südliches Anhalt, Stadt",Maasdorf,U,5,13,4,22,180,12.222222222222221,False
15082377,022,000100,"Südliches Anhalt, Stadt",Meilendorf,U,10,10,11,31,120,25.833333333333332,False
15082377,022,000110,"Südliches Anhalt, Stadt",Piethen,U,13,4,1,18,138,13.043478260869565,False
15082377,022,000120,"Südliches Anhalt, Stadt",Prosigk,U,23,14,19,56,323,17.3374613003096,False
15082377,022,000130,"Südliches Anhalt, Stadt",Quellendorf,U,34,22,34,90,484,18.59504132231405,False
15082377,022,000140,"Südliches Anhalt, Stadt",Radegast,U,37,38,20,95,549,17.304189435336976,False
15082377,022,000150,"Südliches Anhalt, Stadt",Reinsdorf,U,13,8,4,25,156,16.025641025641026,False
15082377,022,000160,"Südliches Anhalt, Stadt",Reupzig,U,12,7,6,25,150,16.666666666666668,False
15082377,022,000170,"Südliches Anhalt, Stadt",Riesdorf,U,2,3,4,9,73,12.32876712328767,False
15082377,022,000181,"Südliches Anhalt, Stadt",Scheuder,U,7,5,1,13,90,14.444444444444445,False
15082377,022,000182,"Südliches Anhalt, Stadt",Lausigk,U,10,4,0,14,73,19.17808219178082,False
15082377,022,000190,"Südliches Anhalt, Stadt",Trebbichau an der Fuhne,U,12,8,12,32,176,18.181818181818183,False
15082377,022,000201,"Südliches Anhalt, Stadt",Weißandt-Gölzau,U,52,28,24,104,640,16.25,False
15082377,022,000202,"Südliches Anhalt, Stadt",Gnetsch,U,12,17,3,32,167,19.161676646706585,False
15082377,022,000210,"Südliches Anhalt, Stadt",Werdershausen,U,8,10,4,22,113,19.469026548672566,False
15082377,022,000220,"Südliches Anhalt, Stadt",Wieskau,U,10,6,3,19,152,12.5,False
15082377,022,000230,"Südliches Anhalt, Stadt",Wörbzig,U,15,9,10,34,215,15.813953488372093,False
15082377,022,000240,"Südliches Anhalt, Stadt",Zehbitz,U,12,12,8,32,148,21.62162162162162,False
15082377,022,000250,"Südliches Anhalt, Stadt",Briefwahllokal,B,175,125,91,391,1397,27.988546886184682,False
15082005,023,000001,"Aken (Elbe), Stadt","Kindertagesstätte ""Borstel"" (Raum 1)",U,32,34,19,85,435,19.54022988505747,False
15082005,023,000002,"Aken (Elbe), Stadt","Sekundarschule ""Am Burgtor"" (Foyer)",U,36,46,30,112,625,17.92,False
15082005,023,000003,"Aken (Elbe), Stadt","Kindertagesstätte ""Borstel"" (Raum 2)",U,41,31,23,95,552,17.21014492753623,False
15082005,023,000004,"Aken (Elbe), Stadt","Grundschule ""Werner Nolopp"" (Speiseraum)",U,45,25,24,94,572,16.433566433566433,False
15082005,023,000005,"Aken (Elbe), Stadt","Kindertagesstätte ""Pittiplatsch"" (Raum 1)",U,49,49,26,124,623,19.903691813804173,False
15082005,023,000006,"Aken (Elbe), Stadt","Kindertagesstätte ""Pittiplatsch"" (Raum 2)",U,27,14,14,55,331,16.61631419939577,False
15082005,023,000007,"Aken (Elbe), Stadt",Gemeindezentrum Kleinzerbst,U,7,10,3,20,122,16.39344262295082,False
15082005,023,000008,"Aken (Elbe), Stadt",Gemeinderaum Kühren,U,10,5,6,21,151,13.907284768211921,False
15082005,023,000009,"Aken (Elbe), Stadt","Vereinsraum ""Zur Friedenseiche"" Susigke",U,6,2,3,11,85,12.941176470588236,False
15082005,023,000010,"Aken (Elbe), Stadt","Briefwahllokal Hort der Grundschule ""Werner Nolopp"" (Raum 101)",B,119,141,99,359,1139,31.5188762071993,False
15082256,023,000001,Osternienburger Land,Chörau - Feuerwehr,U,10,5,7,22,140,15.714285714285714,False
15082256,023,000002,Osternienburger Land,Diebzig - Gemeindebüro,U,16,14,11,41,123,33.333333333333336,False
15082256,023,000003,Osternienburger Land,Dornbock - Gemeindebüro,U,14,7,3,24,156,15.384615384615385,False
15082256,023,000004,Osternienburger Land,Drosa - NEZ Anbau,U,16,14,12,42,273,15.384615384615385,False
15082256,023,000005,Osternienburger Land,"Elsnigk - Ortstreff ""Alte Schule""",U,23,23,13,59,374,15.775401069518717,False
15082256,023,000006,Osternienburger Land,Frenz - Feuerwehr,U,2,5,0,7,88,7.954545454545454,False
15082256,023,000007,Osternienburger Land,Großpaschleben - Dorfgemeinschaftshaus,U,17,20,14,51,276,18.47826086956522,False
15082256,023,000008,Osternienburger Land,Kleinpaschleben - Gemeindebüro,U,40,24,8,72,409,17.6039119804401,False
15082256,023,000009,Osternienburger Land,Libbesdorf - Feuerwehr,U,7,1,4,12,114,10.526315789473685,False
15082256,023,000010,Osternienburger Land,Micheln - Gemeindebüro,U,11,1,7,19,175,10.857142857142858,False
15082256,023,000011,Osternienburger Land,Osternienburg 1 - Gemeindeverwaltung,U,49,21,23,93,498,18.674698795180724,False
15082256,023,000012,Osternienburger Land,Osternienburg 2 - Gemeindehaus-Casino,U,34,21,11,66,373,17.694369973190348,False
15082256,023,000013,Osternienburger Land,Reppichau - Informationszentrum,U,19,11,8,38,275,13.818181818181818,False
15082256,023,000014,Osternienburger Land,Rosefeld - Feuerwehr,U,8,4,3,15,92,16.304347826086957,False
15082256,023,000015,Osternienburger Land,Trebbichau - Gemeindehaus,U,17,5,0,22,158,13.924050632911392,False
15082256,023,000016,Osternienburger Land,Trinum - Dorfgemeinschaftshaus,U,13,6,8,27,207,13.043478260869565,False
15082256,023,000017,Osternienburger Land,Wulfen - Dorfgemeinschaftshaus,U,37,11,20,68,501,13.572854291417165,False
15082256,023,000018,Osternienburger Land,Zabitz - Gemeindebüro,U,12,6,17,35,236,14.830508474576272,False
15082256,023,000019,Osternienburger Land,Osternienburg - Briefwahllokal-Bauhof,B,83,72,38,193,877,22.006841505131128,False
15082430,023,000001,"Zerbst/Anhalt, Stadt",01 Begegnungsstätte Zerbst,U,48,57,26,131,584,22.431506849315067,False
15082430,023,000002,"Zerbst/Anhalt, Stadt","02 Rathaus, Touristinfo",U,50,49,28,127,476,26.680672268907564,False
15082430,023,000003,"Zerbst/Anhalt, Stadt","03 Stadthalle, Katharina-Saal",U,46,55,30,131,736,17.79891304347826,False
15082430,023,000004,"Zerbst/Anhalt, Stadt",04 Begegnungsstätte der VS Breitestein,U,37,50,17,104,543,19.152854511970535,False
15082430,023,000005,"Zerbst/Anhalt, Stadt",05 Sporthotel Wallwitz,U,45,29,25,99,536,18.470149253731343,False
15082430,023,000006,"Zerbst/Anhalt, Stadt",06 Gymnasium Francisceum,U,41,66,24,131,741,17.67881241565452,False
15082430,023,000007,"Zerbst/Anhalt, Stadt","07 Hort Kunterbunt, VS",U,64,63,39,166,774,21.44702842377261,False
15082430,023,000008,"Zerbst/Anhalt, Stadt",08 Gartenheim Blume,U,42,43,38,123,490,25.102040816326532,False
15082430,023,000009,"Zerbst/Anhalt, Stadt",09 Kreisvolkshochschule,U,31,40,20,91,435,20.919540229885058,False
15082430,023,000010,"Zerbst/Anhalt, Stadt",10 Gemeindehaus Pulspforde,U,11,6,6,23,106,21.69811320754717,False
15082430,023,000011,"Zerbst/Anhalt, Stadt",11 Dorfgemeinschaftshaus Bias,U,5,12,6,23,98,23.46938775510204,False
15082430,023,000012,"Zerbst/Anhalt, Stadt",12 Ortsfeuerwehr Bone,U,9,5,9,23,148,15.54054054054054,False
15082430,023,000013,"Zerbst/Anhalt, Stadt",13 Ortsfeuerwehr Garitz,U,17,10,11,38,266,14.285714285714286,False
15082430,023,000014,"Zerbst/Anhalt, Stadt","14 Buhlendorf Bürgerhaus, Kegelbahn",U,4,8,4,16,105,15.238095238095237,False
15082430,023,000015,"Zerbst/Anhalt, Stadt",15 Jugendbauernhof Deetz,U,16,25,12,53,326,16.257668711656443,False
15082430,023,000016,"Zerbst/Anhalt, Stadt",16 Bürgerhaus Dobritz,U,9,10,3,22,134,16.417910447761194,False
15082430,023,000017,"Zerbst/Anhalt, Stadt",17 Ortsfeuerwehr Gehrden,U,6,5,9,20,94,21.27659574468085,False
15082430,023,000018,"Zerbst/Anhalt, Stadt",18 Ortsfeuerwehr Grimme,U,5,4,3,12,80,15.0,False
15082430,023,000019,"Zerbst/Anhalt, Stadt",19 Ortsfeuerwehr Gödnitz,U,6,6,13,25,124,20.161290322580644,False
15082430,023,000020,"Zerbst/Anhalt, Stadt",20 Bürgerhaus Güterglück,U,16,21,8,45,284,15.845070422535212,False
15082430,023,000021,"Zerbst/Anhalt, Stadt",21 Paritätischer Wohlfahrtsverband e. V. Hohenlepte,U,7,5,14,26,93,27.956989247311828,False
15082430,023,000022,"Zerbst/Anhalt, Stadt",22 Bürgerhaus Jütrichau,U,17,17,22,56,276,20.28985507246377,False
15082430,023,000023,"Zerbst/Anhalt, Stadt","23 Sportlerheim Leps, Zum Sportplatz 5",U,13,4,6,23,114,20.17543859649123,False
15082430,023,000024,"Zerbst/Anhalt, Stadt",24 Bürgerhaus OT Lindau,U,30,26,23,79,493,16.024340770791074,False
15082430,023,000025,"Zerbst/Anhalt, Stadt",25 Ortsfeuerwehr Schora,U,5,7,10,22,149,14.765100671140939,False
15082430,023,000026,"Zerbst/Anhalt, Stadt",26 Gaststätte Am Eckernkamp Nedlitz,U,10,22,11,43,312,13.782051282051283,False
15082430,023,000027,"Zerbst/Anhalt, Stadt",27 Kornmuseum Nutha,U,1,10,8,19,112,16.964285714285715,False
15082430,023,000028,"Zerbst/Anhalt, Stadt",28 Bürgerhaus Mühro (Polenzko),U,6,7,1,14,82,17.073170731707318,False
15082430,023,000029,"Zerbst/Anhalt, Stadt",29 Bürgerhaus Reuden,U,6,11,6,23,133,17.293233082706767,False
15082430,023,000030,"Zerbst/Anhalt, Stadt",30 Gemeindehaus Steutz,U,29,43,31,103,424,24.29245283018868,False
15082430,023,000031,"Zerbst/Anhalt, Stadt",31 Bürgerhaus Straguth,U,2,7,7,16,128,12.5,False
15082430,023,000032,"Zerbst/Anhalt, Stadt",32 Ortsfeuerwehr Walternienburg,U,19,9,9,37,241,15.352697095435685,False
15082430,023,000033,"Zerbst/Anhalt, Stadt",33 Bürgerhaus Zernitz,U,6,12,1,19,109,17.431192660550458,False
15082430,023,000034,"Zerbst/Anhalt, Stadt",34 Briefwahlvorstand I,B,90,134,67,291,960,30.3125,False
15082430,023,000035,"Zerbst/Anhalt, Stadt",35 Briefwahlvorstand II,B,99,111,63,273,908,30.066079295154186,False
15082430,023,000036,"Zerbst/Anhalt, Stadt",36 Briefwahlvorstand III,B,88,116,89,293,1099,26.660600545950864,False
15086055,023,000001,"Gommern, Stadt","01 Gommern, Wohnungsgenossenschaft",U,54,76,33,163,712,22.89325842696629,False
15086055,023,000002,"Gommern, Stadt","02 Gommern, Grundschule",U,49,68,53,170,719,23.64394993045897,False
15086055,023,000003,"Gommern, Stadt","03 Gommern, Versammlungsstätte am Volkshaus",U,64,78,61,203,846,23.995271867612292,False
15086055,023,000004,"Gommern, Stadt","04 Gommern, Dannigkow/Kressow",U,23,25,19,67,333,20.12012012012012,False
15086055,023,000005,"Gommern, Stadt","05 Gommern, Karith/Pöthen",U,6,8,3,17,151,11.258278145695364,False
15086055,023,000006,"Gommern, Stadt","06 Gommern, Vehlitz",U,14,12,9,35,181,19.337016574585636,False
15086055,023,000007,"Gommern, Stadt","07 Gommern, Wahlitz",U,27,33,55,115,452,25.442477876106196,False
15086055,023,000008,"Gommern, Stadt","08 Gommern, Menz",U,19,26,13,58,298,19.463087248322147,False
15086055,023,000009,"Gommern, Stadt","09 Gommern, Nedlitz",U,23,27,29,79,312,25.32051282051282,False
15086055,023,000010,"Gommern, Stadt","10 Gommern, Leitzkau/Hohenlochau",U,27,27,19,73,436,16.743119266055047,False
15086055,023,000011,"Gommern, Stadt","11 Gommern, Ladeburg",U,9,6,6,21,139,15.107913669064748,False
15086055,023,000012,"Gommern, Stadt","12 Gommern, Dornburg",U,7,9,11,27,142,19.014084507042252,False
15086055,023,000013,"Gommern, Stadt","13 Gommern, Prödel",U,6,15,10,31,131,23.66412213740458,False
15086055,023,000014,"Gommern, Stadt","14 Gommern, Lübs",U,4,10,16,30,151,19.867549668874172,False
15086055,023,000015,"Gommern, Stadt","15 Gommern, Briefwahl 1",B,169,267,206,642,1923,33.385335413416534,False
15091375,024,000001,"Wittenberg, Lutherstadt",K-Gebäude,U,71,49,95,215,713,30.154277699859747,False
15091375,024,000002,"Wittenberg, Lutherstadt",Mehrzweckhalle Juristenstraße,U,50,57,93,200,708,28.24858757062147,False
15091375,024,000003,"Wittenberg, Lutherstadt","Gaststätte """"Zum Grauen Wolf""""",U,34,48,57,139,537,25.884543761638735,False
15091375,024,000004,"Wittenberg, Lutherstadt",Stadthalle Wittenberg,U,65,56,72,193,806,23.945409429280396,False
15091375,024,000005,"Wittenberg, Lutherstadt",Stadthalle Wittenberg,U,56,49,19,124,644,19.25465838509317,False
15091375,024,000006,"Wittenberg, Lutherstadt",Evangelische Gesamtschule,U,36,48,46,130,525,24.761904761904763,False
15091375,024,000007,"Wittenberg, Lutherstadt",Bildungszentrum Lindenfeld,U,53,53,91,197,651,30.261136712749614,False
15091375,024,000008,"Wittenberg, Lutherstadt",Feuerwehr Apollensdorf,U,44,39,29,112,545,20.55045871559633,False
15091375,024,000009,"Wittenberg, Lutherstadt",Mehrzweckhalle Griebo,U,24,12,9,45,274,16.423357664233578,False
15091375,024,000010,"Wittenberg, Lutherstadt",BBW Wittenberg,U,61,46,58,165,771,21.40077821011673,False
15091375,024,000011,"Wittenberg, Lutherstadt","SV """"ASTORIA 90"""" Wittenberg e.V.",U,46,43,50,139,727,19.119669876203577,False
15091375,024,000012,"Wittenberg, Lutherstadt","Kita """"Flax und Krümel""""",U,70,44,56,170,734,23.160762942779293,False
15091375,024,000013,"Wittenberg, Lutherstadt",Nachbarschaftstreff,U,90,71,48,209,859,24.330616996507565,False
15091375,024,000014,"Wittenberg, Lutherstadt","Kita """"Biene Maja"""" - Turnhalle",U,84,57,62,203,879,23.094425483503983,False
15091375,024,000015,"Wittenberg, Lutherstadt",Freiwillige Feuerwehr Teuchel,U,48,39,57,144,662,21.75226586102719,False
15091375,024,000016,"Wittenberg, Lutherstadt","Kita """"Stadtrandhäschen""""",U,26,24,25,75,567,13.227513227513228,False
15091375,024,000017,"Wittenberg, Lutherstadt",Grundschule ''Käthe Kollwitz'',U,54,58,56,168,785,21.401273885350317,False
15091375,024,000018,"Wittenberg, Lutherstadt",Grundschule Nudersdorf - Versammlungsraum,U,32,24,21,77,446,17.26457399103139,False
15091375,024,000019,"Wittenberg, Lutherstadt",Feuerwehrgerätehaus Schmilkendorf,U,2,5,7,14,96,14.583333333333334,False
15091375,024,000020,"Wittenberg, Lutherstadt","Verwaltungsgebäude SPZ """"Am Lerchenberg""""",U,55,41,33,129,591,21.82741116751269,False
15091375,024,000021,"Wittenberg, Lutherstadt",Feuerwehrgerätehaus Labetz,U,24,21,22,67,230,29.130434782608695,False
15091375,024,000022,"Wittenberg, Lutherstadt",Ruder-Club Wittenberg e. V.,U,43,37,42,122,530,23.0188679245283,False
15091375,024,000023,"Wittenberg, Lutherstadt",Stadthalle Wittenberg,U,37,28,26,91,463,19.65442764578834,False
15091375,024,000024,"Wittenberg, Lutherstadt","Hort """"Wunderland""""",U,51,31,46,128,601,21.29783693843594,False
15091375,024,000025,"Wittenberg, Lutherstadt","Grundschule """"Katharina von Bora""""",U,50,46,58,154,804,19.154228855721392,False
15091375,024,000026,"Wittenberg, Lutherstadt",Dorfgemeinschaftshaus Seegrehna,U,29,29,16,74,399,18.546365914786968,False
15091375,024,000027,"Wittenberg, Lutherstadt",Gemeindehaus Reinsdorf,U,24,27,26,77,383,20.10443864229765,False
15091375,024,000028,"Wittenberg, Lutherstadt",Feuerwehrgerätehaus Dobien,U,32,38,36,106,587,18.05792163543441,False
15091375,024,000029,"Wittenberg, Lutherstadt",Dorfgemeinschaftshaus/FFW Braunsdorf,U,15,11,15,41,229,17.903930131004365,False
15091375,024,000030,"Wittenberg, Lutherstadt",Turn- und Mehrzweckhalle Straach,U,11,19,7,37,344,10.755813953488373,False
15091375,024,000031,"Wittenberg, Lutherstadt",Verwaltungsgebäude Mochau/Thießen,U,12,7,11,30,233,12.875536480686696,False
15091375,024,000032,"Wittenberg, Lutherstadt","Landgaststätte """"Hoher Fläming""""",U,16,18,4,38,239,15.899581589958158,False
15091375,024,000033,"Wittenberg, Lutherstadt",Kreuzgewölbe Kropstädt,U,26,17,16,59,354,16.666666666666668,False
15091375,024,000034,"Wittenberg, Lutherstadt","Dorfgemeinschaftshaus """"Erna""""",U,14,7,8,29,119,24.369747899159663,False
15091375,024,000035,"Wittenberg, Lutherstadt",Mehrzweckgebäude Wüstemark,U,7,10,13,30,89,33.70786516853933,False
15091375,024,000036,"Wittenberg, Lutherstadt",Turnhalle Abtsdorf,U,35,59,25,119,627,18.9792663476874,False
15091375,024,000037,"Wittenberg, Lutherstadt",WASAG Informationszentrum & Museum,U,19,21,17,57,323,17.647058823529413,False
15091375,024,000901,"Wittenberg, Lutherstadt",901 Briefwahllokal,B,51,86,87,224,655,34.19847328244275,False
15091375,024,000902,"Wittenberg, Lutherstadt",902 Briefwahllokal,B,80,114,96,290,790,36.70886075949367,False
15091375,024,000903,"Wittenberg, Lutherstadt",903 Briefwahllokal,B,82,81,66,229,693,33.04473304473304,False
15091375,024,000904,"Wittenberg, Lutherstadt",904 Briefwahllokal,B,91,96,90,277,798,34.711779448621556,False
15091375,024,000905,"Wittenberg, Lutherstadt",905 Briefwahllokal,B,88,102,78,268,725,36.96551724137931,False
15091375,024,000906,"Wittenberg, Lutherstadt",906 Briefwahllokal,B,76,69,87,232,634,36.59305993690852,False
15091375,024,000907,"Wittenberg, Lutherstadt",907 Briefwahllokal,B,76,77,56,209,594,35.18518518518518,False
15091375,024,000908,"Wittenberg, Lutherstadt",908 Briefwahllokal,B,73,81,52,206,628,32.802547770700635,False
15091375,024,000909,"Wittenberg, Lutherstadt",909 Briefwahllokal,B,69,72,85,226,724,31.215469613259668,False
15091375,024,000910,"Wittenberg, Lutherstadt",910 Briefwahllokal,B,104,79,109,292,677,43.1314623338257,False
15091375,024,000911,"Wittenberg, Lutherstadt",911 Briefwahllokal,B,79,85,80,244,738,33.06233062330623,False
15091375,024,000912,"Wittenberg, Lutherstadt",912 Briefwahllokal,B,52,84,95,231,686,33.673469387755105,False
15091391,024,000001,"Zahna-Elster, Stadt",Zahna-Grundschule,U,56,46,29,131,661,19.818456883509832,False
15091391,024,000002,"Zahna-Elster, Stadt",Zahna-Hospital,U,47,31,22,100,582,17.18213058419244,False
15091391,024,000003,"Zahna-Elster, Stadt",Klebitz,U,4,7,1,12,101,11.881188118811881,False
