area_level,area_id,area_name,vote_type,party_name,votes,valid_votes
GEMEINDE,13071132,Schönhausen,Zweitstimmen,Gesundheitsforschung,1,113
GEMEINDE,13071133,Schwarz,Erststimmen,SPD,102,193
GEMEINDE,13071133,Schwarz,Erststimmen,AfD,41,193
GEMEINDE,13071133,Schwarz,Erststimmen,CDU,17,193
GEMEINDE,13071133,Schwarz,Erststimmen,Die Linke,12,193
GEMEINDE,13071133,Schwarz,Erststimmen,GRÜNE,6,193
GEMEINDE,13071133,Schwarz,Erststimmen,FDP,8,193
GEMEINDE,13071133,Schwarz,Erststimmen,FREIE WÄHLER,3,193
GEMEINDE,13071133,Schwarz,Erststimmen,dieBasis,4,193
GEMEINDE,13071133,Schwarz,Zweitstimmen,SPD,97,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,AfD,40,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,CDU,13,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,Die Linke,11,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,GRÜNE,7,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,FDP,9,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,NPD,1,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,Tierschutzpartei,2,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,FREiER HORIZONT,5,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,FREIE WÄHLER,2,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,TIERSCHUTZ hier!,1,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,dieBasis,3,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,Gesundheitsforschung,1,194
GEMEINDE,13071133,Schwarz,Zweitstimmen,UNABHÄNGIGE,2,194
GEMEINDE,13071135,Siedenbollentin,Erststimmen,SPD,65,245
GEMEINDE,13071135,Siedenbollentin,Erststimmen,AfD,71,245
GEMEINDE,13071135,Siedenbollentin,Erststimmen,CDU,50,245
GEMEINDE,13071135,Siedenbollentin,Erststimmen,Die Linke,18,245
GEMEINDE,13071135,Siedenbollentin,Erststimmen,GRÜNE,4,245
GEMEINDE,13071135,Siedenbollentin,Erststimmen,FDP,23,245
GEMEINDE,13071135,Siedenbollentin,Erststimmen,FREIE WÄHLER,7,245
GEMEINDE,13071135,Siedenbollentin,Erststimmen,dieBasis,7,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,SPD,79,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,AfD,64,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,CDU,41,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,Die Linke,14,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,GRÜNE,5,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,FDP,17,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,NPD,3,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,Tierschutzpartei,2,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,FREiER HORIZONT,1,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,FREIE WÄHLER,2,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,PIRATEN,1,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,DKP,1,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,TIERSCHUTZ hier!,3,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,dieBasis,3,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,ÖDP,3,245
GEMEINDE,13071135,Siedenbollentin,Zweitstimmen,UNABHÄNGIGE,6,245
GEMEINDE,13071136,Siedenbrünzow,Erststimmen,SPD,27,188
GEMEINDE,13071136,Siedenbrünzow,Erststimmen,AfD,68,188
GEMEINDE,13071136,Siedenbrünzow,Erststimmen,CDU,42,188
GEMEINDE,13071136,Siedenbrünzow,Erststimmen,Die Linke,34,188
GEMEINDE,13071136,Siedenbrünzow,Erststimmen,GRÜNE,3,188
GEMEINDE,13071136,Siedenbrünzow,Erststimmen,FDP,11,188
GEMEINDE,13071136,Siedenbrünzow,Erststimmen,FREiER HORIZONT,3,188
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,SPD,48,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,AfD,57,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,CDU,41,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,Die Linke,21,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,GRÜNE,3,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,FDP,8,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,NPD,3,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,Tierschutzpartei,1,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,FREiER HORIZONT,1,186
GEMEINDE,13071136,Siedenbrünzow,Zweitstimmen,dieBasis,3,186
GEMEINDE,13071137,Sietow,Erststimmen,SPD,94,277
GEMEINDE,13071137,Sietow,Erststimmen,AfD,55,277
GEMEINDE,13071137,Sietow,Erststimmen,CDU,46,277
GEMEINDE,13071137,Sietow,Erststimmen,Die Linke,33,277
GEMEINDE,13071137,Sietow,Erststimmen,GRÜNE,9,277
GEMEINDE,13071137,Sietow,Erststimmen,FDP,24,277
GEMEINDE,13071137,Sietow,Erststimmen,FREIE WÄHLER,5,277
GEMEINDE,13071137,Sietow,Erststimmen,dieBasis,11,277
GEMEINDE,13071137,Sietow,Zweitstimmen,SPD,116,275
GEMEINDE,13071137,Sietow,Zweitstimmen,AfD,48,275
GEMEINDE,13071137,Sietow,Zweitstimmen,CDU,37,275
GEMEINDE,13071137,Sietow,Zweitstimmen,Die Linke,26,275
GEMEINDE,13071137,Sietow,Zweitstimmen,GRÜNE,11,275
GEMEINDE,13071137,Sietow,Zweitstimmen,FDP,17,275
GEMEINDE,13071137,Sietow,Zweitstimmen,NPD,2,275
GEMEINDE,13071137,Sietow,Zweitstimmen,Tierschutzpartei,3,275
GEMEINDE,13071137,Sietow,Zweitstimmen,Die PARTEI,2,275
GEMEINDE,13071137,Sietow,Zweitstimmen,FREIE WÄHLER,3,275
GEMEINDE,13071137,Sietow,Zweitstimmen,dieBasis,10,275
GEMEINDE,13071138,Silz,Erststimmen,SPD,47,148
GEMEINDE,13071138,Silz,Erststimmen,AfD,29,148
GEMEINDE,13071138,Silz,Erststimmen,CDU,28,148
GEMEINDE,13071138,Silz,Erststimmen,Die Linke,16,148
GEMEINDE,13071138,Silz,Erststimmen,GRÜNE,6,148
GEMEINDE,13071138,Silz,Erststimmen,FDP,14,148
GEMEINDE,13071138,Silz,Erststimmen,FREIE WÄHLER,3,148
GEMEINDE,13071138,Silz,Erststimmen,dieBasis,5,148
GEMEINDE,13071138,Silz,Zweitstimmen,SPD,65,152
GEMEINDE,13071138,Silz,Zweitstimmen,AfD,26,152
GEMEINDE,13071138,Silz,Zweitstimmen,CDU,25,152
GEMEINDE,13071138,Silz,Zweitstimmen,Die Linke,8,152
GEMEINDE,13071138,Silz,Zweitstimmen,GRÜNE,6,152
GEMEINDE,13071138,Silz,Zweitstimmen,FDP,12,152
GEMEINDE,13071138,Silz,Zweitstimmen,NPD,1,152
GEMEINDE,13071138,Silz,Zweitstimmen,Tierschutzpartei,1,152
GEMEINDE,13071138,Silz,Zweitstimmen,FREIE WÄHLER,4,152
GEMEINDE,13071138,Silz,Zweitstimmen,dieBasis,3,152
GEMEINDE,13071138,Silz,Zweitstimmen,UNABHÄNGIGE,1,152
GEMEINDE,13071139,Sommersdorf,Erststimmen,SPD,28,110
GEMEINDE,13071139,Sommersdorf,Erststimmen,AfD,25,110
GEMEINDE,13071139,Sommersdorf,Erststimmen,CDU,28,110
GEMEINDE,13071139,Sommersdorf,Erststimmen,Die Linke,21,110
GEMEINDE,13071139,Sommersdorf,Erststimmen,GRÜNE,5,110
GEMEINDE,13071139,Sommersdorf,Erststimmen,FDP,2,110
GEMEINDE,13071139,Sommersdorf,Erststimmen,FREiER HORIZONT,1,110
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,SPD,36,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,AfD,22,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,CDU,21,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,Die Linke,16,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,GRÜNE,4,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,FDP,4,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,Tierschutzpartei,5,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,PIRATEN,1,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,TIERSCHUTZ hier!,1,111
GEMEINDE,13071139,Sommersdorf,Zweitstimmen,Gesundheitsforschung,1,111
GEMEINDE,13071140,Sponholz,Erststimmen,SPD,94,363
GEMEINDE,13071140,Sponholz,Erststimmen,AfD,107,363
GEMEINDE,13071140,Sponholz,Erststimmen,CDU,61,363
GEMEINDE,13071140,Sponholz,Erststimmen,Die Linke,33,363
GEMEINDE,13071140,Sponholz,Erststimmen,GRÜNE,14,363
GEMEINDE,13071140,Sponholz,Erststimmen,FDP,22,363
GEMEINDE,13071140,Sponholz,Erststimmen,FREiER HORIZONT,6,363
GEMEINDE,13071140,Sponholz,Erststimmen,FREIE WÄHLER,8,363
GEMEINDE,13071140,Sponholz,Erststimmen,dieBasis,12,363
GEMEINDE,13071140,Sponholz,Erststimmen,Einzelbewerber,6,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,SPD,122,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,AfD,99,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,CDU,46,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,Die Linke,28,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,GRÜNE,17,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,FDP,17,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,NPD,4,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,Tierschutzpartei,4,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,FREiER HORIZONT,3,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,Die PARTEI,3,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,FREIE WÄHLER,4,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,TIERSCHUTZ hier!,1,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,dieBasis,13,363
GEMEINDE,13071140,Sponholz,Zweitstimmen,Team Todenhöfer,2,363
GEMEINDE,13071141,Staven,Erststimmen,SPD,62,199
GEMEINDE,13071141,Staven,Erststimmen,AfD,42,199
GEMEINDE,13071141,Staven,Erststimmen,CDU,48,199
GEMEINDE,13071141,Staven,Erststimmen,Die Linke,26,199
GEMEINDE,13071141,Staven,Erststimmen,GRÜNE,3,199
GEMEINDE,13071141,Staven,Erststimmen,FDP,12,199
GEMEINDE,13071141,Staven,Erststimmen,FREiER HORIZONT,1,199
GEMEINDE,13071141,Staven,Erststimmen,FREIE WÄHLER,2,199
GEMEINDE,13071141,Staven,Erststimmen,Einzelbewerber,3,199
GEMEINDE,13071141,Staven,Zweitstimmen,SPD,80,200
GEMEINDE,13071141,Staven,Zweitstimmen,AfD,41,200
GEMEINDE,13071141,Staven,Zweitstimmen,CDU,43,200
GEMEINDE,13071141,Staven,Zweitstimmen,Die Linke,19,200
GEMEINDE,13071141,Staven,Zweitstimmen,GRÜNE,4,200
GEMEINDE,13071141,Staven,Zweitstimmen,FDP,8,200
GEMEINDE,13071141,Staven,Zweitstimmen,NPD,1,200
GEMEINDE,13071141,Staven,Zweitstimmen,Die PARTEI,1,200
GEMEINDE,13071141,Staven,Zweitstimmen,TIERSCHUTZ hier!,1,200
GEMEINDE,13071141,Staven,Zweitstimmen,dieBasis,2,200
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,SPD,701,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,AfD,413,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,CDU,316,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,Die Linke,211,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,GRÜNE,22,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,FDP,80,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,FREIE WÄHLER,56,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Erststimmen,dieBasis,15,1814
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,SPD,784,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,AfD,387,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,CDU,236,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,Die Linke,165,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,GRÜNE,37,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,FDP,91,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,NPD,16,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,Tierschutzpartei,19,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,FREiER HORIZONT,4,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,Die PARTEI,10,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,FREIE WÄHLER,30,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,PIRATEN,4,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,TIERSCHUTZ hier!,6,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,dieBasis,18,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,DiB,4,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,Die Humanisten,2,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,Gesundheitsforschung,4,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,Team Todenhöfer,1,1821
GEMEINDE,13071142,"Stavenhagen, Reuterstadt, Stadt",Zweitstimmen,UNABHÄNGIGE,3,1821
GEMEINDE,13071143,Stuer,Erststimmen,SPD,45,108
GEMEINDE,13071143,Stuer,Erststimmen,AfD,30,108
GEMEINDE,13071143,Stuer,Erststimmen,CDU,14,108
GEMEINDE,13071143,Stuer,Erststimmen,Die Linke,8,108
GEMEINDE,13071143,Stuer,Erststimmen,GRÜNE,4,108
GEMEINDE,13071143,Stuer,Erststimmen,FDP,3,108
GEMEINDE,13071143,Stuer,Erststimmen,FREIE WÄHLER,1,108
GEMEINDE,13071143,Stuer,Erststimmen,dieBasis,3,108
GEMEINDE,13071143,Stuer,Zweitstimmen,SPD,46,107
GEMEINDE,13071143,Stuer,Zweitstimmen,AfD,28,107
GEMEINDE,13071143,Stuer,Zweitstimmen,CDU,9,107
GEMEINDE,13071143,Stuer,Zweitstimmen,Die Linke,7,107
GEMEINDE,13071143,Stuer,Zweitstimmen,GRÜNE,5,107
GEMEINDE,13071143,Stuer,Zweitstimmen,FDP,4,107
GEMEINDE,13071143,Stuer,Zweitstimmen,NPD,2,107
GEMEINDE,13071143,Stuer,Zweitstimmen,FREiER HORIZONT,2,107
GEMEINDE,13071143,Stuer,Zweitstimmen,dieBasis,3,107
GEMEINDE,13071143,Stuer,Zweitstimmen,DiB,1,107
GEMEINDE,13071144,Torgelow am See,Erststimmen,SPD,72,222
GEMEINDE,13071144,Torgelow am See,Erststimmen,AfD,52,222
GEMEINDE,13071144,Torgelow am See,Erststimmen,CDU,53,222
GEMEINDE,13071144,Torgelow am See,Erststimmen,Die Linke,14,222
GEMEINDE,13071144,Torgelow am See,Erststimmen,GRÜNE,7,222
GEMEINDE,13071144,Torgelow am See,Erststimmen,FDP,15,222
GEMEINDE,13071144,Torgelow am See,Erststimmen,FREIE WÄHLER,5,222
GEMEINDE,13071144,Torgelow am See,Erststimmen,dieBasis,4,222
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,SPD,86,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,AfD,43,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,CDU,34,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,Die Linke,12,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,GRÜNE,12,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,FDP,15,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,Tierschutzpartei,3,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,FREiER HORIZONT,1,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,Die PARTEI,1,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,FREIE WÄHLER,5,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,PIRATEN,1,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,TIERSCHUTZ hier!,1,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,dieBasis,3,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,DiB,1,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,Die Humanisten,2,221
GEMEINDE,13071144,Torgelow am See,Zweitstimmen,Team Todenhöfer,1,221
GEMEINDE,13071145,Trollenhagen,Erststimmen,SPD,112,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,AfD,117,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,CDU,64,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,Die Linke,49,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,GRÜNE,6,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,FDP,31,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,FREiER HORIZONT,1,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,FREIE WÄHLER,7,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,dieBasis,15,415
GEMEINDE,13071145,Trollenhagen,Erststimmen,Einzelbewerber,13,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,SPD,144,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,AfD,106,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,CDU,60,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,Die Linke,44,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,GRÜNE,1,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,FDP,29,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,NPD,3,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,Tierschutzpartei,4,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,Die PARTEI,1,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,FREIE WÄHLER,4,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,PIRATEN,1,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,DKP,1,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,TIERSCHUTZ hier!,2,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,dieBasis,12,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,DiB,1,415
GEMEINDE,13071145,Trollenhagen,Zweitstimmen,Team Todenhöfer,2,415
GEMEINDE,13071146,Tützpatz,Erststimmen,SPD,72,227
GEMEINDE,13071146,Tützpatz,Erststimmen,AfD,60,227
GEMEINDE,13071146,Tützpatz,Erststimmen,CDU,56,227
GEMEINDE,13071146,Tützpatz,Erststimmen,Die Linke,19,227
GEMEINDE,13071146,Tützpatz,Erststimmen,GRÜNE,7,227
GEMEINDE,13071146,Tützpatz,Erststimmen,FDP,10,227
GEMEINDE,13071146,Tützpatz,Erststimmen,FREIE WÄHLER,1,227
GEMEINDE,13071146,Tützpatz,Erststimmen,dieBasis,2,227
GEMEINDE,13071146,Tützpatz,Zweitstimmen,SPD,95,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,AfD,54,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,CDU,37,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,Die Linke,10,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,GRÜNE,8,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,FDP,6,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,NPD,2,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,Tierschutzpartei,1,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,FREiER HORIZONT,6,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,Die PARTEI,3,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,FREIE WÄHLER,1,228
GEMEINDE,13071146,Tützpatz,Zweitstimmen,dieBasis,5,228
GEMEINDE,13071147,Userin,Erststimmen,SPD,131,318
GEMEINDE,13071147,Userin,Erststimmen,AfD,48,318
GEMEINDE,13071147,Userin,Erststimmen,CDU,47,318
GEMEINDE,13071147,Userin,Erststimmen,Die Linke,37,318
GEMEINDE,13071147,Userin,Erststimmen,GRÜNE,22,318
GEMEINDE,13071147,Userin,Erststimmen,FDP,18,318
GEMEINDE,13071147,Userin,Erststimmen,FREIE WÄHLER,5,318
GEMEINDE,13071147,Userin,Erststimmen,dieBasis,10,318
GEMEINDE,13071147,Userin,Zweitstimmen,SPD,138,319
GEMEINDE,13071147,Userin,Zweitstimmen,AfD,45,319
GEMEINDE,13071147,Userin,Zweitstimmen,CDU,48,319
GEMEINDE,13071147,Userin,Zweitstimmen,Die Linke,34,319
GEMEINDE,13071147,Userin,Zweitstimmen,GRÜNE,14,319
GEMEINDE,13071147,Userin,Zweitstimmen,FDP,16,319
GEMEINDE,13071147,Userin,Zweitstimmen,NPD,1,319
GEMEINDE,13071147,Userin,Zweitstimmen,Die PARTEI,4,319
GEMEINDE,13071147,Userin,Zweitstimmen,FREIE WÄHLER,2,319
GEMEINDE,13071147,Userin,Zweitstimmen,TIERSCHUTZ hier!,3,319
GEMEINDE,13071147,Userin,Zweitstimmen,dieBasis,11,319
GEMEINDE,13071147,Userin,Zweitstimmen,Die Humanisten,1,319
GEMEINDE,13071147,Userin,Zweitstimmen,Gesundheitsforschung,2,319
GEMEINDE,13071148,Utzedel,Erststimmen,SPD,34,150
GEMEINDE,13071148,Utzedel,Erststimmen,AfD,36,150
GEMEINDE,13071148,Utzedel,Erststimmen,CDU,58,150
GEMEINDE,13071148,Utzedel,Erststimmen,Die Linke,13,150
GEMEINDE,13071148,Utzedel,Erststimmen,GRÜNE,2,150
GEMEINDE,13071148,Utzedel,Erststimmen,FDP,5,150
GEMEINDE,13071148,Utzedel,Erststimmen,FREiER HORIZONT,1,150
GEMEINDE,13071148,Utzedel,Erststimmen,Einzelbewerber,1,150
GEMEINDE,13071148,Utzedel,Zweitstimmen,SPD,57,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,AfD,40,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,CDU,33,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,Die Linke,5,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,GRÜNE,2,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,FDP,10,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,NPD,1,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,Tierschutzpartei,1,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,ÖDP,1,151
GEMEINDE,13071148,Utzedel,Zweitstimmen,UNABHÄNGIGE,1,151
GEMEINDE,13071150,Verchen,Erststimmen,SPD,41,185
GEMEINDE,13071150,Verchen,Erststimmen,AfD,40,185
GEMEINDE,13071150,Verchen,Erststimmen,CDU,63,185
GEMEINDE,13071150,Verchen,Erststimmen,Die Linke,26,185
GEMEINDE,13071150,Verchen,Erststimmen,GRÜNE,3,185
GEMEINDE,13071150,Verchen,Erststimmen,FDP,12,185
GEMEINDE,13071150,Verchen,Zweitstimmen,SPD,63,186
GEMEINDE,13071150,Verchen,Zweitstimmen,AfD,38,186
GEMEINDE,13071150,Verchen,Zweitstimmen,CDU,46,186
GEMEINDE,13071150,Verchen,Zweitstimmen,Die Linke,20,186
GEMEINDE,13071150,Verchen,Zweitstimmen,GRÜNE,7,186
GEMEINDE,13071150,Verchen,Zweitstimmen,FDP,8,186
GEMEINDE,13071150,Verchen,Zweitstimmen,Tierschutzpartei,2,186
GEMEINDE,13071150,Verchen,Zweitstimmen,FREIE WÄHLER,1,186
GEMEINDE,13071150,Verchen,Zweitstimmen,Bündnis C,1,186
GEMEINDE,13071153,Voigtsdorf,Erststimmen,SPD,13,51
GEMEINDE,13071153,Voigtsdorf,Erststimmen,AfD,13,51
GEMEINDE,13071153,Voigtsdorf,Erststimmen,CDU,9,51
GEMEINDE,13071153,Voigtsdorf,Erststimmen,Die Linke,11,51
GEMEINDE,13071153,Voigtsdorf,Erststimmen,GRÜNE,1,51
GEMEINDE,13071153,Voigtsdorf,Erststimmen,FDP,1,51
GEMEINDE,13071153,Voigtsdorf,Erststimmen,FREiER HORIZONT,2,51
GEMEINDE,13071153,Voigtsdorf,Erststimmen,dieBasis,1,51
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,SPD,12,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,AfD,9,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,CDU,11,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,Die Linke,6,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,GRÜNE,2,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,FDP,1,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,FREiER HORIZONT,2,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,Die PARTEI,1,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,PIRATEN,1,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,DKP,1,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,dieBasis,1,48
GEMEINDE,13071153,Voigtsdorf,Zweitstimmen,Team Todenhöfer,1,48
GEMEINDE,13071154,Vollrathsruhe,Erststimmen,SPD,47,171
GEMEINDE,13071154,Vollrathsruhe,Erststimmen,AfD,47,171
GEMEINDE,13071154,Vollrathsruhe,Erststimmen,CDU,37,171
GEMEINDE,13071154,Vollrathsruhe,Erststimmen,Die Linke,21,171
GEMEINDE,13071154,Vollrathsruhe,Erststimmen,FDP,6,171
GEMEINDE,13071154,Vollrathsruhe,Erststimmen,FREIE WÄHLER,4,171
GEMEINDE,13071154,Vollrathsruhe,Erststimmen,dieBasis,9,171
GEMEINDE,13071154,Vollrathsruhe,Zweitstimmen,SPD,63,170
GEMEINDE,13071154,Vollrathsruhe,Zweitstimmen,AfD,48,170
GEMEINDE,13071154,Vollrathsruhe,Zweitstimmen,CDU,17,170
GEMEINDE,13071154,Vollrathsruhe,Zweitstimmen,Die Linke,20,170
