Erläuterung zu CSV-Tabellen

Für die Weiterverarbeitung stellen wir die Inhalte der Layout-Tabellen auch in strukturierter Form ohne Formatierungen und ohne verbundene Zellen als CSV-Tabelle zur Verfügung. Fußnoten oder weitere Erläuterungen sind in den CSV-Tabellen nicht enthalten.
Für die weitere Verwendung der Daten finden Sie Copyright-Informationen im Impressum.

CSV-Klassenstufe | Zensus 2022 - Personen in schulischer Ausbildung nach Klassenstufen zum Stichtag 15.05.2022
– ET_BERUFSKLSS_HGISCO_STP__4_W | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Bürokräfte und verwandte Berufe" weiblich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__5 | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Dienstleistungsberufe und Verkäufer/-innen" insgesamt (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__5_M | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Dienstleistungsberufe und Verkäufer/-innen" männlich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__5_W | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Dienstleistungsberufe und Verkäufer/-innen" weiblich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__6 | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Fachkräfte in Land-/Forstwirtschaft und Fischerei" insgesamt (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__6_M | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Fachkräfte in Land-/Forstwirtschaft und Fischerei" männlich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__6_W | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Fachkräfte in Land-/Forstwirtschaft und Fischerei" weiblich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__7 | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Handwerks- und verwandte Berufe" insgesamt (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__7_M | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Handwerks- und verwandte Berufe" männlich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__7_W | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Handwerks- und verwandte Berufe" weiblich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__8 | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Bedienung von Anlagen/Maschinen und Montageberufe" insgesamt (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__8_M | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Bedienung von Anlagen/Maschinen und Montageberufe" männlich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__8_W | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Bedienung von Anlagen/Maschinen und Montageberufe" weiblich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__9 | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Hilfsarbeitskräfte" insgesamt (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__9_M | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Hilfsarbeitskräfte" männlich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__9_W | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Hilfsarbeitskräfte" weiblich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__0 | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Angehörige der regulären Streitkräfte" insgesamt (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__0_M | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Angehörige der regulären Streitkräfte" männlich (Anzahl)
– ET_BERUFSKLSS_HGISCO_STP__0_W | Erwerbstätige Personen nach Beruf (Hauptgruppen ISCO-08) "Angehörige der regulären Streitkräfte" weiblich (Anzahl)
– ET_WIRTSZWG_STP | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Insgesamt" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Insgesamt" männlich (Anzahl)
– ET_WIRTSZWG_STP__W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Insgesamt" weiblich (Anzahl)
– ET_WIRTSZWG_STP__1 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Land-/Forstwirtschaft, Fischerei" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__1_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Land-/Forstwirtschaft, Fischerei" männlich (Anzahl)
– ET_WIRTSZWG_STP__1_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Land-/Forstwirtschaft, Fischerei" weiblich (Anzahl)
– ET_WIRTSZWG_STP__2 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Produzierendes Gewerbe" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__2_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Produzierendes Gewerbe" männlich (Anzahl)
– ET_WIRTSZWG_STP__2_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Produzierendes Gewerbe" weiblich (Anzahl)
– ET_WIRTSZWG_STP__21 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Bergbau und Verarbeitendes Gewerbe" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__21_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Bergbau und Verarbeitendes Gewerbe" männlich (Anzahl)
– ET_WIRTSZWG_STP__21_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Bergbau und Verarbeitendes Gewerbe" weiblich (Anzahl)
– ET_WIRTSZWG_STP__22 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Energie-/ Wasserversorgung, Abfallentsorgung" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__22_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Energie-/ Wasserversorgung, Abfallentsorgung" männlich (Anzahl)
– ET_WIRTSZWG_STP__22_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Energie-/ Wasserversorgung, Abfallentsorgung" weiblich (Anzahl)
– ET_WIRTSZWG_STP__23 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Baugewerbe" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__23_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Baugewerbe" männlich (Anzahl)
– ET_WIRTSZWG_STP__23_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Baugewerbe" weiblich (Anzahl)
– ET_WIRTSZWG_STP__3 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Dienstleistungsbereiche" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__3_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Dienstleistungsbereiche" männlich (Anzahl)
– ET_WIRTSZWG_STP__3_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Dienstleistungsbereiche" weiblich (Anzahl)
– ET_WIRTSZWG_STP__31 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Handel, Reparatur von KFZ, Gastgewerbe" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__31_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Handel, Reparatur von KFZ, Gastgewerbe" männlich (Anzahl)
– ET_WIRTSZWG_STP__31_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Handel, Reparatur von KFZ, Gastgewerbe" weiblich (Anzahl)
– ET_WIRTSZWG_STP__32 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Verkehr und Lagerei, Kommunikation" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__32_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Verkehr und Lagerei, Kommunikation" männlich (Anzahl)
– ET_WIRTSZWG_STP__32_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Verkehr und Lagerei, Kommunikation" weiblich (Anzahl)
– ET_WIRTSZWG_STP__33 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Finanz- und Versicherungsdienstleistungen" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__33_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Finanz- und Versicherungsdienstleistungen" männlich (Anzahl)
– ET_WIRTSZWG_STP__33_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Finanz- und Versicherungsdienstleistungen" weiblich (Anzahl)
– ET_WIRTSZWG_STP__34 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Grundstücks-/Wohnungswesen, wirtschaftliche Dienstleistungen" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__34_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Grundstücks-/Wohnungswesen, wirtschaftliche Dienstleistungen" männlich (Anzahl)
– ET_WIRTSZWG_STP__34_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Grundstücks-/Wohnungswesen, wirtschaftliche Dienstleistungen" weiblich (Anzahl)
– ET_WIRTSZWG_STP__35 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Öffentliche Verwaltung, Verteidigung, Sozialversicherung" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__35_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Öffentliche Verwaltung, Verteidigung, Sozialversicherung" männlich (Anzahl)
– ET_WIRTSZWG_STP__35_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Öffentliche Verwaltung, Verteidigung, Sozialversicherung" weiblich (Anzahl)
– ET_WIRTSZWG_STP__36 | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Öffentliche und private Dienstleistungen (ohne öffentliche Verwaltung)" insgesamt (Anzahl)
– ET_WIRTSZWG_STP__36_M | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Öffentliche und private Dienstleistungen (ohne öffentliche Verwaltung)" männlich (Anzahl)
– ET_WIRTSZWG_STP__36_W | Erwerbstätige Personen nach Wirtschaftszweig und Wirtschafts(unter)bereiche "Öffentliche und private Dienstleistungen (ohne öffentliche Verwaltung)" weiblich (Anzahl)

Die Datenzeilen der Werte-Spalten können anstelle von Zahlen auch Sonderzeichen enthalten, die möglicherweise die Weiterverarbeitung erschweren und vorher durch geeignete Zeichen ersetzt werden können. Leere Werte-Zellen kommen nicht vor. Die Bedeutung der Sonderzeichen in den Werte-Spalten finden Sie unter Punkt 2 der "Erläuterungen zur Methodik".
