AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
08316055,Winden_im_Elztal,2140.0,1396,744,0,1864,719,9,1855,889,355,150.0,49,311,49,,52.0,,,,,,,,,,,,,,11,1853,781,253,196,87,328,68,7,31,16,6,6,3,1,0,1,69,,,,,,,,0.0059363194819212085,,0.0032379924446842958,0.0005396654074473826,,0.0372369131138694,0.47924528301886793,,0.01672962763086886,,,0.0037776578521316784,,,,0.19137466307277629,,,0.004851752021563342,0.0005396654074473826,,,1.0,0.026415094339622643,0.008634646519158122,0.4214786832164058,,0.0,0.0016189962223421479,0.1365353480841878,,0.026415094339622643,0.028032345013477088,0.03669724770642202,0.04695089044792229,,0.105774419859687,0.08086253369272237,0.1770102536427415,1.0,0.0032379924446842958,,,0.16765498652291105
08316056,Waldkirch-_Stadt,15527.0,10049,5478,0,12973,5225,98,12875,4556,3254,1947.0,328,1657,697,,436.0,,,,,,,,,,,,,,61,12912,4042,2198,2407,520,1683,982,35,184,117,57,113,26,9,6,10,523,,,,,,,,0.004724287484510533,,0.008751548946716233,0.0007744733581164808,,0.040504956629491946,0.3538640776699029,,0.014250309789343246,,,0.0027106567534076827,,,,0.2527378640776699,,,0.007611650485436893,0.0006970260223048327,,,1.0,0.025475728155339807,0.009061338289962825,0.31304213135068154,,0.00046468401486988845,0.00201363073110285,0.17022924411400248,,0.054135922330097085,0.03386407766990291,0.07605328376703842,0.040272614622057,,0.18641573729863692,0.15122330097087378,0.1303438661710037,1.0,0.004414498141263941,,,0.1286990291262136
08317001,Achern-_Stadt,19532.0,13211,6320,1,16066,6029,160,15906,6287,1893,1791.0,645,3386,852,,793.0,,,259.0,,,,,,,,,,,106,15960,5471,1948,1691,846,3596,897,78,286,144,78,130,24,31,3,14,723,,,,,,,,0.006641604010025063,0.01628316358606815,0.008145363408521303,0.0008771929824561404,,0.04530075187969925,0.39525965044637246,,0.017919799498746867,,,0.004887218045112782,,,,0.11901169370049038,,,0.010059097196026656,0.0019423558897243107,,,1.0,0.040550735571482456,0.009022556390977444,0.3427944862155389,,0.00018796992481203009,0.0015037593984962407,0.12205513784461153,,0.05356469256884195,0.049855400477807114,0.05620300751879699,0.05300751879699248,,0.10595238095238095,0.11259901923802339,0.22531328320802005,1.0,0.004887218045112782,,,0.2128756444109141
08317005,Appenweier,7666.0,4925,2741,0,6414,2625,58,6356,2524,792,729.0,285,1283,311,,366.0,,,66.0,,,,,,,,,,,50,6364,2220,862,671,330,1366,316,33,162,64,28,39,9,0,0,9,255,,,,,,,,0.00785669390320553,0.01038388923851479,0.006128221244500315,0.0014142049025769956,,0.04006913890634821,0.3971050975456262,,0.02545568824638592,,,0.0051854179761156504,,,,0.12460667086217747,,,0.009125235997482694,0.0,,,1.0,0.04483952171176841,0.01005656819610308,0.3488372093023256,,0.0,0.0014142049025769956,0.13544940289126337,,0.048930144745122715,0.057583385777218374,0.049654305468258955,0.051854179761156506,,0.10543683218101822,0.11469477658904971,0.21464487743557512,1.0,0.0043997485857950975,,,0.20185651353052234
08317008,Bad_Peterstal-Griesbach,1853.0,889,964,0,1546,928,24,1522,783,162,117.0,34,284,42,,85.0,,,15.0,,,,,,,,,,,23,1523,677,189,119,56,294,46,6,53,13,8,8,3,0,0,0,51,,,,,,,,0.015101772816808929,0.00985545335085414,0.005252790544977019,0.0,,0.0334865397242285,0.514454664914586,,0.03479973736047275,,,0.003939592908732764,,,,0.10643889618922471,,,0.01576872536136662,0.0,,,1.0,0.022339027595269383,0.008535784635587657,0.4445173998686802,,0.0,0.001969796454366382,0.12409717662508207,,0.02759526938239159,0.05584756898817345,0.030203545633617858,0.036769533814839134,,0.07813525935653316,0.07687253613666228,0.19304005252790546,1.0,0.005252790544977019,,,0.18659658344283836
08317009,Berghaupten,1867.0,1180,687,0,1645,652,10,1635,738,224,178.0,91,239,66,,77.0,,,22.0,,,,,,,,,,,10,1635,661,234,167,95,257,71,8,43,12,4,14,4,0,0,2,63,,,,,,,,0.0061162079510703364,0.01345565749235474,0.00856269113149847,0.0012232415902140672,,0.03853211009174312,0.45137614678899085,,0.026299694189602447,,,0.004892966360856269,,,,0.13700305810397553,,,0.0061162079510703364,0.0,,,1.0,0.05565749235474006,0.007339449541284404,0.40428134556574924,,0.0,0.0024464831804281344,0.14311926605504588,,0.04036697247706422,0.04709480122324159,0.04342507645259939,0.0581039755351682,,0.10214067278287461,0.10886850152905199,0.15718654434250764,1.0,0.0024464831804281344,,,0.14617737003058104
08317011,Biberach,2891.0,1777,1114,0,2483,1078,23,2460,1050,297,286.0,129,436,114,,121.0,,,27.0,,,,,,,,,,,22,2461,918,296,281,129,489,119,13,61,16,10,16,7,2,0,2,102,,,,,,,,0.008939455505891914,0.01097560975609756,0.00650142218610321,0.0008126777732629012,,0.04144656643640796,0.4268292682926829,,0.02478667208451849,,,0.005282405526208858,,,,0.12073170731707317,,,0.00934959349593496,0.0008126777732629012,,,1.0,0.0524390243902439,0.00650142218610321,0.3730190979276717,,0.0,0.0028443722064201544,0.12027631044290939,,0.046341463414634146,0.0491869918699187,0.048354327509142626,0.052417716375457134,,0.11418122714343763,0.11626016260162601,0.19869971556277935,1.0,0.0040633888663145065,,,0.1772357723577236
08317021,Durbach,3150.0,1915,1235,0,2734,1198,25,2709,1351,282,267.0,155,402,83,,136.0,,,33.0,,,,,,,,,,,10,2724,1231,306,246,184,439,107,6,58,20,12,14,7,2,0,1,91,,,,,,,,0.003671071953010279,0.012181616832779624,0.005139500734214391,0.0003671071953010279,,0.03340675477239354,0.49870801033591733,,0.021292217327459617,,,0.0022026431718061676,,,,0.10409745293466224,,,0.009228497600590625,0.0007342143906020558,,,1.0,0.05721668512366187,0.007342143906020558,0.45190895741556536,,0.0,0.0025697503671071953,0.11233480176211454,,0.03063861203396087,0.05020302694721299,0.039280469897209985,0.06754772393538913,,0.09030837004405286,0.09856035437430787,0.16116005873715125,1.0,0.004405286343612335,,,0.14839424141749724
08317026,Ettenheim-_Stadt,10258.0,7317,2941,0,8658,2813,66,8592,3392,1850,805.0,265,1612,378,,290.0,,,,,,,,,,,,,,40,8618,2845,1299,1163,453,1655,459,26,139,104,31,53,18,17,2,9,345,,,,,,,,0.004641448131817127,,0.006149918774657693,0.0010443258296588536,,0.04003249013692272,0.3947858472998138,,0.016129032258064516,,,0.0030169412856811324,,,,0.215316573556797,,,0.007681564245810056,0.001972615456022279,,,1.0,0.03084264432029795,0.01206776514272453,0.33012299837549314,,0.00023207240659085636,0.002088651659317707,0.1507310280807612,,0.04399441340782123,0.033752327746741154,0.05326061731260153,0.052564400092828964,,0.13495010443258296,0.09369180633147113,0.19203991645393362,1.0,0.0035971223021582736,,,0.18761638733705774
08317029,Fischerbach,1337.0,906,431,0,1178,412,15,1163,631,135,100.0,43,175,38,,41.0,,,,,,,,,,,,,,10,1168,533,111,140,60,189,45,7,22,11,5,2,3,1,0,0,39,,,,,,,,0.008561643835616438,,0.0017123287671232876,0.0,,0.03339041095890411,0.5425623387790198,,0.018835616438356163,,,0.0059931506849315065,,,,0.11607910576096303,,,0.012897678417884782,0.0008561643835616438,,,1.0,0.03697334479793637,0.009417808219178082,0.4563356164383562,,0.0,0.0025684931506849314,0.09503424657534247,,0.03267411865864144,0.0352536543422184,0.038527397260273974,0.05136986301369863,,0.11986301369863013,0.08598452278589853,0.1618150684931507,1.0,0.004280821917808219,,,0.15047291487532244
08317031,Friesenheim,9857.0,6873,2984,0,8222,2858,71,8151,3175,1534,666.0,250,1774,374,,378.0,,,,,,,,,,,,,,47,8175,2761,1140,839,393,1778,420,38,175,79,31,74,20,24,2,13,388,,,,,,,,0.005749235474006117,,0.009051987767584098,0.0015902140672782875,,0.04746177370030581,0.3895227579438106,,0.021406727828746176,,,0.004648318042813455,,,,0.18819776714513556,,,0.008710587657956079,0.0029357798165137615,,,1.0,0.03067108330266225,0.009663608562691132,0.337737003058104,,0.00024464831804281347,0.0024464831804281344,0.13944954128440368,,0.04588394062078273,0.04637467795362532,0.05137614678899083,0.04807339449541284,,0.10262996941896024,0.08170776591829224,0.21749235474006115,1.0,0.0037920489296636084,,,0.21764200711569132
08317034,Gengenbach-_Stadt,8172.0,5858,2314,0,6700,2224,73,6627,2819,954,851.0,299,1004,366,,248.0,,,86.0,,,,,,,,,,,36,6664,2464,992,813,366,1103,375,25,116,60,25,42,6,6,1,4,266,,,,,,,,0.005402160864345739,0.012977214425833711,0.0063025210084033615,0.0006002400960384153,,0.03991596638655462,0.42538101705145615,,0.017406962785114045,,,0.003751500600240096,,,,0.14395654142145767,,,0.011015542477742567,0.000900360144057623,,,1.0,0.045118454806096275,0.00900360144057623,0.3697478991596639,,0.00015006002400960383,0.000900360144057623,0.148859543817527,,0.0552286102308737,0.03742266485589256,0.056272509003601444,0.054921968787515006,,0.12199879951980792,0.12841406367888938,0.16551620648259305,1.0,0.003751500600240096,,,0.15150143352950052
08317039,Gutach_(Schwarzwaldbahn),1731.0,1151,580,0,1520,559,9,1511,695,239,111.0,74,278,56,,38.0,,,16.0,,,,,,,,4.0,,,7,1513,548,216,155,106,285,67,8,29,23,6,5,3,3,0,3,56,,,,,,,0.0026472534745201853,0.004626569729015202,0.010589013898080741,0.003304692663582287,0.0019828155981493722,,0.037012557832121616,0.4599602911978822,,0.019167217448777262,,,0.005287508261731659,,,,0.15817339510258108,,,0.005956320317670417,0.0019828155981493722,,,1.0,0.04897418927862343,0.01520158625247852,0.3621943159286186,,0.0,0.0019828155981493722,0.1427627230667548,,0.037061548643282594,0.02514890800794176,0.044282881692002646,0.07005948446794448,,0.1024454725710509,0.07346128391793515,0.18836748182419036,1.0,0.0039656311962987445,,,0.1839841164791529
08317040,Haslach_im_Kinzigtal-_Stadt,5414.0,3765,1649,0,4608,1589,37,4571,2042,735,504.0,203,713,203,,171.0,,,,,,,,,,,,,,23,4585,1802,605,581,251,716,231,16,100,38,14,35,3,1,1,6,185,,,,,,,,0.005016357688113413,,0.007633587786259542,0.0013086150490730644,,0.04034896401308615,0.44672938087945746,,0.021810250817884406,,,0.003489640130861505,,,,0.16079632465543645,,,0.008094508860205645,0.00021810250817884405,,,1.0,0.0444104134762634,0.008287895310796075,0.393020719738277,,0.00021810250817884405,0.0006543075245365322,0.13195201744820065,,0.0444104134762634,0.03740975716473419,0.050381679389312976,0.05474372955288986,,0.1267175572519084,0.11026033690658499,0.15616139585605235,1.0,0.0030534351145038168,,,0.15598337344126012
08317041,Hausach-_Stadt,4158.0,2644,1514,0,3404,1453,32,3372,1431,527,326.0,118,633,140,,128.0,,,52.0,,,,,,,,17.0,,,25,3379,1144,498,386,197,676,159,6,71,33,12,28,9,1,0,1,158,,,,,,,0.0050415183867141165,0.00739863865048831,0.01542111506524318,0.008286475288546907,0.0002959455460195324,,0.04675939627108612,0.42437722419928825,,0.021012133767386802,,,0.0017756732761171944,,,,0.1562870699881376,,,0.009489916963226572,0.0002959455460195324,,,1.0,0.03499406880189798,0.00976620301864457,0.33856170464634505,,0.0,0.0026635099141757916,0.14738088191772714,,0.04151838671411625,0.03795966785290629,0.047055341817105655,0.058301272565847884,,0.11423498076353951,0.0966785290628707,0.2000591891092039,1.0,0.003551346552234389,,,0.18772241992882563
08317046,Hofstetten,1385.0,1031,354,0,1262,343,8,1254,726,137,83.0,37,195,32,,44.0,,,,,,,,,,,,,,5,1257,636,110,109,67,206,37,1,30,7,8,7,3,0,0,0,36,,,,,,,,0.003977724741447892,,0.005568814638027049,0.0,,0.028639618138424822,0.5789473684210527,,0.02386634844868735,,,0.0007955449482895784,,,,0.10925039872408293,,,0.006379585326953748,0.0,,,1.0,0.029505582137161084,0.005568814638027049,0.5059665871121718,,0.0,0.002386634844868735,0.08750994431185362,,0.025518341307814992,0.03508771929824561,0.0294351630867144,0.053301511535401754,,0.08671439936356404,0.06618819776714513,0.16388225934765313,1.0,0.006364359586316627,,,0.15550239234449761
08317047,Hohberg,6232.0,3912,2320,0,5392,2227,53,5339,2101,739,657.0,231,1019,234,,305.0,,,53.0,,,,,,,,,,,25,5367,1899,741,584,261,1083,260,26,130,74,16,33,12,8,1,6,233,,,,,,,,0.004658095770449041,0.009926952612848847,0.006148686416992733,0.0011179429849077697,,0.04341345258058506,0.39351938565274397,,0.02422209800633501,,,0.004844419601267002,,,,0.1384154336017981,,,0.009926952612848847,0.001490590646543693,,,1.0,0.043266529312605356,0.01378796348052916,0.3538289547233091,,0.0001863238308179616,0.0022358859698155395,0.13806595863610957,,0.04382843229069114,0.057126802772054695,0.04844419601267002,0.048630519843487985,,0.10881311719768959,0.12305675220078667,0.20178870877585242,1.0,0.002981181293087386,,,0.19085971155647125
08317051,Hornberg-_Stadt,2762.0,1889,873,0,2215,836,26,2189,981,430,134.0,75,368,101,,59.0,,,23.0,,,,,,,,18.0,,,24,2191,850,393,148,115,395,124,4,34,22,7,14,1,8,2,3,71,,,,,,,0.008222932846048425,0.010953902327704245,0.010507080858839652,0.006389776357827476,0.0013692377909630307,,0.03240529438612506,0.4481498401096391,,0.015518028297581013,,,0.0018256503879507074,,,,0.19643672910004567,,,0.01187756966651439,0.003651300775901415,,,1.0,0.034262220191868434,0.010041077133728891,0.3879507074395253,,0.0009128251939753537,0.00045641259698767686,0.179370150616157,,0.046139789858382824,0.0269529465509365,0.05659516202647193,0.05248744865358284,,0.06754906435417618,0.06121516674280494,0.18028297581013236,1.0,0.003194888178913738,,,0.16811329374143444
08317056,Kappelrodeck,4574.0,2693,1881,0,3866,1807,30,3836,1662,384,370.0,151,818,184,,236.0,,,31.0,,,,,,,,,,,24,3842,1459,417,346,193,913,179,23,93,29,22,27,7,2,0,2,130,,,,,,,,0.006246746486205101,0.00808133472367049,0.007027589796980739,0.0005205622071837585,,0.0338365434669443,0.43326381647549533,,0.024206142634044768,,,0.005986465382613222,,,,0.10010427528675704,,,0.007820646506777894,0.0005205622071837585,,,1.0,0.039363920750782065,0.0075481520041644976,0.3797501301405518,,0.0,0.0018219677251431546,0.10853722019781364,,0.047966631908237745,0.061522419186652764,0.04659031754294638,0.05023425299323269,,0.09005726184279021,0.09645464025026068,0.23763664757938574,1.0,0.005726184279021343,,,0.2132429614181439
08317057,Kehl-_Stadt,23757.0,17760,5997,0,18024,5585,169,17855,5498,2694,2282.0,791,4487,1228,,618.0,,,257.0,,,,,,,,,,,112,17912,4866,2654,1822,935,4586,1216,68,294,185,73,125,25,15,4,25,1019,,,,,,,,0.006252791424743189,0.014393727247269672,0.006978561857972309,0.0013957123715944617,,0.05688923626619026,0.3079249509941193,,0.01641357748995087,,,0.003796337650736936,,,,0.15088210585270231,,,0.009465135816297956,0.0008374274229566771,,,1.0,0.044301316157938954,0.010328271549799017,0.27166145600714603,,0.00022331397945511388,0.0013957123715944617,0.14816882536846807,,0.06877625315037804,0.03461215345841501,0.06788744975435462,0.05219964269763287,,0.10171951764180438,0.12780733688042564,0.2560294774452881,1.0,0.004075480125055829,,,0.2513021562587511
08317059,Kippenheim,3908.0,2667,1241,0,3176,1173,30,3146,1093,704,252.0,106,724,127,,140.0,,,,,,,,,,,,,,21,3155,955,511,319,147,727,168,12,71,49,26,17,4,5,0,0,144,,,,,,,,0.006656101426307449,,0.005388272583201268,0.0,,0.045641838351822506,0.3474253019707565,,0.022503961965134708,,,0.003803486529318542,,,,0.22377622377622378,,,0.009535918626827717,0.001584786053882726,,,1.0,0.033693579148124604,0.015530903328050714,0.30269413629160064,,0.0,0.0012678288431061807,0.1619651347068146,,0.040368722186904,0.04450095359186268,0.05324881141045959,0.04659270998415214,,0.1011093502377179,0.08010171646535283,0.23042789223454835,1.0,0.008240887480190175,,,0.23013350286077558
08317065,Lahr/Schwarzwald-_Stadt,31542.0,24424,7118,0,23693,6700,236,23457,6878,4448,1681.0,819,7391,1447,,793.0,,,,,,,,,,,,,,174,23519,5815,3194,2221,1114,7378,1549,70,358,264,96,133,28,60,2,30,1207,,,,,,,,0.007398273736128237,,0.005655002338534802,0.0012755644372634892,,0.05132020919256771,0.29321737647610524,,0.01522173561801097,,,0.0029763170202814744,,,,0.18962356652598372,,,0.010060962612439783,0.0025511288745269783,,,1.0,0.03491495076096687,0.011224967047918704,0.24724690675623964,,8.503762915089927e-05,0.0011905268081125898,0.13580509375398614,,0.06168734279745918,0.03380653962569809,0.06586164377737148,0.047365959437050895,,0.09443428717207364,0.07166304301487829,0.31370381393766744,1.0,0.004081806199243165,,,0.31508718079890863
08317067,Lautenbach,1505.0,895,610,0,1282,592,8,1274,665,106,119.0,39,177,55,,97.0,,,16.0,,,,,,,,,,,6,1276,580,124,120,51,227,55,14,32,11,4,8,3,0,0,1,46,,,,,,,,0.004702194357366771,0.012558869701726845,0.006269592476489028,0.0007836990595611285,,0.03605015673981191,0.521978021978022,,0.025078369905956112,,,0.0109717868338558,,,,0.08320251177394035,,,0.006279434850863423,0.0,,,1.0,0.030612244897959183,0.008620689655172414,0.45454545454545453,,0.0,0.0023510971786833857,0.09717868338557993,,0.04317111459968603,0.076138147566719,0.04310344827586207,0.039968652037617555,,0.09404388714733543,0.09340659340659341,0.1778996865203762,1.0,0.003134796238244514,,,0.1389324960753532
08317068,Lauf,3134.0,1806,1328,0,2741,1287,26,2715,1188,278,281.0,125,545,119,,150.0,,,29.0,,,,,,,,,,,10,2731,1013,303,282,168,595,126,17,58,26,9,15,4,6,0,3,106,,,,,,,,0.003661662394727206,0.010681399631675874,0.005492493592090809,0.0010984987184181618,,0.038813621384108384,0.4375690607734807,,0.021237641889417794,,,0.006224826071036251,,,,0.10239410681399631,,,0.009576427255985266,0.0021969974368363236,,,1.0,0.04604051565377532,0.009520322226290736,0.37092640058586596,,0.0,0.0014646649578908824,0.11094837056023435,,0.04383057090239411,0.055248618784530384,0.046136946173562794,0.061515928231417064,,0.10325887953130722,0.10349907918968693,0.21786891248626877,1.0,0.0032954961552544857,,,0.2007366482504604
08317073,Mahlberg-_Stadt,3711.0,2310,1401,0,3026,1334,20,3006,1042,628,221.0,107,760,135,,113.0,,,,,,,,,,,,,,19,3007,885,446,296,138,767,164,13,56,43,15,19,9,3,0,3,150,,,,,,,,0.006318589956767542,,0.006318589956767542,0.0009976720984369804,,0.04988360492184902,0.3466400532268796,,0.018623212504156966,,,0.004323245759893582,,,,0.20891550232867598,,,0.00665335994677312,0.0009976720984369804,,,1.0,0.03559547571523619,0.014299966744263386,0.2943132690389092,,0.0,0.0029930162953109413,0.14832058530096442,,0.04491017964071856,0.03759148369926813,0.05453940804788826,0.045892916528101096,,0.0984369803791154,0.07351962741184298,0.2550714998337213,1.0,0.004988360492184902,,,0.2528276779773786
08317075,Meißenheim,2976.0,1927,1049,0,2524,1007,22,2502,932,523,184.0,108,539,131,,85.0,,,,,,,,,,,,,,12,2512,802,410,228,158,556,135,4,42,40,8,19,3,11,0,0,96,,,,,,,,0.004777070063694267,,0.007563694267515924,0.0,,0.03821656050955414,0.37250199840127896,,0.016719745222929936,,,0.0015923566878980893,,,,0.2090327737809752,,,0.008792965627498001,0.004378980891719745,,,1.0,0.04316546762589928,0.01592356687898089,0.3192675159235669,,0.0,0.0011942675159235668,0.16321656050955413,,0.052358113509192644,0.033972821742605915,0.05374203821656051,0.06289808917197452,,0.09076433121019108,0.07354116706634692,0.2213375796178344,1.0,0.0031847133757961785,,,0.21542765787370105
08317078,Mühlenbach,1268.0,928,340,0,1111,328,7,1104,612,145,60.0,49,165,22,,51.0,,,,,,,,,,,,,,7,1104,560,98,84,75,174,28,6,26,7,3,2,0,0,0,2,39,,,,,,,,0.006340579710144928,,0.0018115942028985507,0.0018115942028985507,,0.035326086956521736,0.5543478260869565,,0.02355072463768116,,,0.005434782608695652,,,,0.13134057971014493,,,0.006340579710144928,0.0,,,1.0,0.044384057971014496,0.006340579710144928,0.5072463768115942,,0.0,0.0,0.08876811594202899,,0.019927536231884056,0.04619565217391304,0.025362318840579712,0.06793478260869565,,0.07608695652173914,0.05434782608695652,0.15760869565217392,1.0,0.002717391304347826,,,0.14945652173913043
08317085,Nordrach,1439.0,996,443,0,1225,424,21,1204,496,112,119.0,97,258,47,,62.0,,,13.0,,,,,,,,,,,13,1212,462,114,111,86,275,37,5,28,11,9,9,2,2,0,4,57,,,,,,,,0.010726072607260726,0.01079734219269103,0.007425742574257425,0.0033003300330033004,,0.04702970297029703,0.4119601328903654,,0.0231023102310231,,,0.004125412541254125,,,,0.09302325581395349,,,0.01744186046511628,0.0016501650165016502,,,1.0,0.08056478405315615,0.009075907590759076,0.3811881188118812,,0.0,0.0016501650165016502,0.09405940594059406,,0.03903654485049834,0.05149501661129568,0.03052805280528053,0.07095709570957096,,0.09158415841584158,0.09883720930232558,0.2268976897689769,1.0,0.007425742574257425,,,0.21428571428571427
08317088,Oberharmersbach,1861.0,1352,509,0,1610,493,17,1593,688,135,138.0,75,408,53,,84.0,,,12.0,,,,,,,,,,,8,1602,606,142,132,94,439,56,6,38,15,2,6,1,1,0,1,63,,,,,,,,0.004993757802746567,0.007532956685499058,0.003745318352059925,0.0006242197253433209,,0.03932584269662921,0.43188951663527936,,0.02372034956304619,,,0.003745318352059925,,,,0.0847457627118644,,,0.010671688637790333,0.0006242197253433209,,,1.0,0.047080979284369114,0.009363295880149813,0.3782771535580524,,0.0,0.0006242197253433209,0.08863920099875156,,0.03327055869428751,0.05273069679849341,0.03495630461922597,0.05867665418227216,,0.08239700374531835,0.08662900188323917,0.27403245942571786,1.0,0.0012484394506866417,,,0.256120527306968
08317089,Oberkirch-_Stadt,14810.0,8709,6101,0,12412,5801,100,12312,5558,1250,1365.0,468,2135,566,,848.0,,,122.0,,,,,,,,,,,73,12339,4824,1495,1324,671,2352,612,58,281,98,51,62,21,17,1,5,467,,,,,,,,0.005916200664559527,0.0099090318388564,0.005024718372639598,0.0004052192235999676,,0.037847475484236975,0.4514294996751137,,0.022773320366318177,,,0.004700542993759624,,,,0.10152696556205328,,,0.008122157244964262,0.0013777453602398899,,,1.0,0.038011695906432746,0.007942296782559364,0.39095550692924874,,8.104384471999351e-05,0.0017019207391198638,0.12116054785639031,,0.04597141000649772,0.06887589343729694,0.049598832968636035,0.05438041980711565,,0.10730205040927142,0.11086744639376218,0.19061512278142476,1.0,0.004133236080719669,,,0.173408057179987
08317093,Oberwolfach,1999.0,1281,718,0,1772,683,14,1758,993,206,150.0,36,239,47,,56.0,,,19.0,,,,,,,,12.0,,,9,1763,821,204,179,78,257,76,4,39,10,6,16,4,3,0,4,62,,,,,,,0.006825938566552901,0.005104934770277935,0.01080773606370876,0.009075439591605219,0.0022688598979013048,,0.03516732841747022,0.5648464163822525,,0.02212138400453772,,,0.0022688598979013048,,,,0.11717861205915814,,,0.007963594994311717,0.0017016449234259785,,,1.0,0.020477815699658702,0.005672149744753261,0.46568349404424275,,0.0,0.0022688598979013048,0.11571185479296653,,0.026734926052332197,0.03185437997724687,0.04310833806012479,0.04424276800907544,,0.10153148043108338,0.08532423208191127,0.14577424844015882,1.0,0.003403289846851957,,,0.13594994311717862
08317096,Offenburg-_Stadt,43558.0,32017,11541,0,34640,10893,362,34278,10868,5058,5483.0,1481,7334,2422,,1143.0,,,489.0,,,,,,,,,,,213,34427,9676,4963,4847,1663,7509,2681,129,455,294,145,314,43,23,8,35,1642,,,,,,,,0.006187004386092311,0.014265709784701559,0.00912074824992012,0.0010166439132076569,,0.0476951230139135,0.31705467063422604,,0.013216370871699539,,,0.003747058994393935,,,,0.14755820059513391,,,0.010560709492969252,0.0006680802858221745,,,1.0,0.043205554583114536,0.008539808870944316,0.2810584715484939,,0.00023237575159032155,0.0012490196647979783,0.14416010689284572,,0.07065756461870587,0.03334500262559076,0.07787492375170652,0.04830510936183809,,0.14079065849478606,0.15995682361864752,0.21811368983646556,1.0,0.004211810497574578,,,0.21395647353987982
