AGS,Gemeindename,Wahlberechtigte,Wahlberechtigte_ohne_Wahlschein,Wahlberechtigte_mit_Wahlschein,Wahlberechtigte_nach_§25_Abs.2_BWO,Wähler(innen),Wähler(innen)_mit_Wahlschein,Ungültige_Erststimmen,Gültige_Erststimmen,CDU_Erststimmen,SPD_Erststimmen,GRÜNE_Erststimmen,FDP_Erststimmen,AfD_Erststimmen,Die_Linke_Erststimmen,dieBasis_Erststimmen,FREIE_WÄHLER_Erststimmen,Tierschutzpartei_Erststimmen,Die_PARTEI_Erststimmen,Volt_Erststimmen,ÖDP_Erststimmen,Bündnis_C_Erststimmen,MLPD_Erststimmen,BÜNDNIS_DEUTSCHLAND_Erststimmen,BSW_Erststimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen,Initiative_Gegenwind_Erststimmen,Parteilos_Erststimmen,Volkmar_Raidt_Erststimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen,Ungültige_Zweitstimmen,Gültige_Zweitstimmen,CDU_Zweitstimmen,SPD_Zweitstimmen,GRÜNE_Zweitstimmen,FDP_Zweitstimmen,AfD_Zweitstimmen,Die_Linke_Zweitstimmen,dieBasis_Zweitstimmen,FREIE_WÄHLER_Zweitstimmen,Tierschutzpartei_Zweitstimmen,Die_PARTEI_Zweitstimmen,Volt_Zweitstimmen,ÖDP_Zweitstimmen,Bündnis_C_Zweitstimmen,MLPD_Zweitstimmen,BÜNDNIS_DEUTSCHLAND_Zweitstimmen,BSW_Zweitstimmen,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen,Parteilos_Zweitstimmen,Volkmar_Raidt_Zweitstimmen,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen,Initiative_Gegenwind_Zweitstimmen_rel,Parteilos_Erststimmen_rel,Ungültige_Zweitstimmen_rel,Volt_Erststimmen_rel,Volt_Zweitstimmen_rel,BÜNDNIS_DEUTSCHLAND_Zweitstimmen_rel,Initiative_Gegenwind_Erststimmen_rel,BSW_Zweitstimmen_rel,CDU_Erststimmen_rel,dieBasis_Erststimmen_rel,FREIE_WÄHLER_Zweitstimmen_rel,MLPD_Erststimmen_rel,Bündnis_C_Erststimmen_rel,dieBasis_Zweitstimmen_rel,ÖDP_Erststimmen_rel,BÜNDNIS_DEUTSCHLAND_Erststimmen_rel,Tierschutzpartei_Erststimmen_rel,SPD_Erststimmen_rel,Die_PARTEI_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Erststimmen_rel,Ungültige_Erststimmen_rel,Bündnis_C_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Erststimmen_rel,FRiDi_-_unabhängig_-_unbestechlich_-_ehrlich_-_bürgernah_Zweitstimmen_rel,Gültige_Erststimmen_rel,FDP_Erststimmen_rel,Tierschutzpartei_Zweitstimmen_rel,CDU_Zweitstimmen_rel,WIR_SIND_ZUSAMMEN_STARK_(WSZ)_Zweitstimmen_rel,MLPD_Zweitstimmen_rel,ÖDP_Zweitstimmen_rel,SPD_Zweitstimmen_rel,Volkmar_Raidt_Erststimmen_rel,Die_Linke_Erststimmen_rel,FREIE_WÄHLER_Erststimmen_rel,Die_Linke_Zweitstimmen_rel,FDP_Zweitstimmen_rel,Parteilos_Zweitstimmen_rel,GRÜNE_Zweitstimmen_rel,GRÜNE_Erststimmen_rel,AfD_Zweitstimmen_rel,Gültige_Zweitstimmen_rel,Die_PARTEI_Zweitstimmen_rel,BSW_Erststimmen_rel,Volkmar_Raidt_Zweitstimmen_rel,AfD_Erststimmen_rel
08436094,Argenbühl,5012.0,3585,1427,0,4388,1361,26,4362,2107,396,476.0,206,728,219,,174.0,,,56.0,,,,,,,,,,,14,4374,1897,442,420,217,762,220,40,87,38,23,26,31,1,0,3,167,,,,,,,,0.003200731595793324,0.012838147638697846,0.00594421582075903,0.0006858710562414266,,0.03818015546410608,0.48303530490600644,,0.019890260631001373,,,0.009144947416552356,,,,0.0907840440165062,,,0.005960568546538285,0.00022862368541380886,,,1.0,0.04722604309949564,0.008687700045724738,0.4336991312299954,,0.0,0.007087334247828075,0.10105166895290352,,0.050206327372764786,0.039889958734525444,0.05029721079103795,0.04961133973479653,,0.09602194787379972,0.10912425492893169,0.17421124828532236,1.0,0.005258344764517604,,,0.166895919303072
08436095,Horgenzell,4097.0,2536,1561,0,3599,1512,24,3575,1480,246,468.0,297,739,162,,145.0,,,38.0,,,,,,,,,,,19,3580,1381,302,401,228,781,157,21,89,23,17,15,12,3,1,5,144,,,,,,,,0.005307262569832402,0.01062937062937063,0.004189944134078212,0.0013966480446927375,,0.04022346368715084,0.413986013986014,,0.024860335195530728,,,0.005865921787709497,,,,0.0688111888111888,,,0.006713286713286713,0.0008379888268156424,,,1.0,0.08307692307692308,0.006424581005586592,0.3857541899441341,,0.00027932960893854746,0.0033519553072625698,0.08435754189944134,,0.04531468531468531,0.04055944055944056,0.04385474860335196,0.06368715083798883,,0.11201117318435755,0.13090909090909092,0.2181564245810056,1.0,0.0047486033519553075,,,0.2067132867132867
08436096,Fronreute,3755.0,2573,1182,0,3377,1125,25,3352,1404,316,444.0,254,624,160,,106.0,,,44.0,,,,,,,,,,,12,3365,1330,343,396,178,665,161,10,84,31,9,20,6,3,1,2,126,,,,,,,,0.003566121842496285,0.013126491646778043,0.005943536404160475,0.0005943536404160475,,0.037444279346210994,0.418854415274463,,0.024962852897474,,,0.0029717682020802376,,,,0.09427207637231504,,,0.007458233890214797,0.0008915304606240713,,,1.0,0.07577565632458234,0.009212481426448737,0.3952451708766716,,0.00029717682020802375,0.0017830609212481426,0.10193164933135215,,0.0477326968973747,0.03162291169451074,0.047845468053491824,0.05289747399702823,,0.11768202080237741,0.1324582338902148,0.1976225854383358,1.0,0.002674591381872214,,,0.18615751789976134
08436991,Briefwahl_für_mehrere_Gemeinden,,0,0,0,436,436,5,431,184,40,43.0,37,77,24,,17.0,,,9.0,,,,,,,,,,,3,433,169,44,39,31,80,21,0,12,4,6,3,3,2,0,0,19,,,,,,,,0.006928406466512702,0.02088167053364269,0.006928406466512702,0.0,,0.04387990762124711,0.42691415313225056,,0.02771362586605081,,,0.0,,,,0.09280742459396751,,,0.01160092807424594,0.004618937644341801,,,1.0,0.08584686774941995,0.009237875288683603,0.3903002309468822,,0.0,0.006928406466512702,0.10161662817551963,,0.05568445475638051,0.03944315545243619,0.04849884526558892,0.07159353348729793,,0.09006928406466513,0.09976798143851508,0.18475750577367206,1.0,0.013856812933025405,,,0.17865429234338748
08437005,Beuron,526.0,348,178,0,449,173,3,446,146,116,36.0,28,84,27,,5.0,,,,,,0.0,4.0,,,,,,,3,446,143,58,50,43,87,33,0,4,5,0,3,1,0,0,0,19,,,,,,,,0.006726457399103139,,0.006726457399103139,0.0,,0.042600896860986545,0.3273542600896861,,0.008968609865470852,0.0,,0.0,,0.008968609865470852,,0.2600896860986547,,,0.006726457399103139,0.0,,,1.0,0.06278026905829596,0.011210762331838564,0.32062780269058294,,0.0,0.002242152466367713,0.13004484304932734,,0.06053811659192825,0.011210762331838564,0.07399103139013453,0.09641255605381166,,0.11210762331838565,0.08071748878923767,0.19506726457399104,1.0,0.0,,,0.18834080717488788
08437008,Bingen,2101.0,1502,599,0,1839,587,16,1823,653,447,71.0,74,446,60,,55.0,,,,,,2.0,15.0,,,,,,,9,1830,695,215,134,98,437,96,7,37,17,6,8,1,2,1,3,73,,,,,,,,0.004918032786885246,,0.004371584699453552,0.001639344262295082,,0.03989071038251366,0.35820076796489303,,0.020218579234972677,0.0010970927043335162,,0.003825136612021858,,0.008228195282501372,,0.24520021941854087,,,0.00877674163466813,0.001092896174863388,,,1.0,0.0405924300603401,0.009289617486338797,0.3797814207650273,,0.000546448087431694,0.000546448087431694,0.11748633879781421,,0.03291278113000549,0.030170049369171694,0.05245901639344262,0.053551912568306013,,0.073224043715847,0.038946791003839826,0.23879781420765028,1.0,0.003278688524590164,,,0.24465167306637411
08437031,Gammertingen-_Stadt,4469.0,3012,1457,0,3586,1389,49,3537,1329,611,246.0,130,960,132,,80.0,,,,,,13.0,36.0,,,,,,,29,3557,1309,372,281,165,981,167,13,48,29,8,10,4,5,4,6,155,,,,,,,,0.008152937868990722,,0.0028113578858588698,0.0016868147315153219,,0.04357604723081248,0.3757421543681086,,0.013494517852122575,0.0036754311563471868,,0.003654765251616531,,0.010178117048346057,,0.17274526434831777,,,0.013853548204693244,0.0014056789429294349,,,1.0,0.03675431156347187,0.008152937868990722,0.36800674725892607,,0.001124543154343548,0.001124543154343548,0.10458251335394995,,0.037319762510602206,0.02261803788521346,0.046949676693843125,0.04638740511667135,,0.07899915659263425,0.06955046649703138,0.2757942086027551,1.0,0.002249086308687096,,,0.2714164546225615
08437044,Herbertingen,3601.0,2605,996,0,3020,945,29,2991,1260,454,118.0,117,822,107,,90.0,,,,,,5.0,18.0,,,,,,,22,2998,1251,273,153,143,815,111,7,58,22,13,15,4,3,3,6,121,,,,,,,,0.00733822548365577,,0.005003335557038025,0.0020013342228152103,,0.04036024016010674,0.42126379137412234,,0.019346230820547032,0.001671681711802073,,0.0023348899266177454,,0.006018054162487462,,0.1517886994316282,,,0.009695753928452023,0.0010006671114076052,,,1.0,0.03911735205616851,0.00733822548365577,0.4172781854569713,,0.0010006671114076052,0.00133422281521014,0.09106070713809206,,0.03577398863256436,0.03009027081243731,0.03702468312208139,0.04769846564376251,,0.05103402268178786,0.03945168839852892,0.27184789859906605,1.0,0.004336224149432955,,,0.2748244734202608
08437047,Hettingen-_Stadt,1451.0,1009,442,0,1295,431,12,1283,603,206,83.0,46,304,26,,11.0,,,,,,0.0,4.0,,,,,,,11,1284,611,125,86,57,305,31,2,10,7,5,8,1,0,1,2,33,,,,,,,,0.008566978193146417,,0.006230529595015576,0.001557632398753894,,0.02570093457943925,0.4699922057677319,,0.00778816199376947,0.0,,0.001557632398753894,,0.003117692907248636,,0.16056118472330475,,,0.009353078721745909,0.0,,,1.0,0.03585346843335931,0.005451713395638629,0.47585669781931467,,0.000778816199376947,0.000778816199376947,0.09735202492211838,,0.020265003897116135,0.00857365549493375,0.024143302180685357,0.04439252336448598,,0.06697819314641744,0.0646921278254092,0.23753894080996885,1.0,0.003894080996884735,,,0.23694466095089634
08437053,Hohentengen,3144.0,2310,834,0,2673,788,24,2649,1128,392,101.0,121,711,96,,76.0,,,,,,4.0,20.0,,,,,,,18,2655,1108,195,138,173,724,119,9,48,16,18,12,3,4,0,5,83,,,,,,,,0.006779661016949152,,0.004519774011299435,0.0018832391713747645,,0.031261770244821095,0.4258210645526614,,0.01807909604519774,0.0015100037750094375,,0.003389830508474576,,0.007550018875047188,,0.14798036995092487,,,0.009060022650056626,0.0015065913370998117,,,1.0,0.04567761419403549,0.006026365348399247,0.41732580037664785,,0.0,0.0011299435028248588,0.07344632768361582,,0.0362400906002265,0.028690071725179313,0.044821092278719395,0.06516007532956686,,0.0519774011299435,0.038127595318988294,0.2726930320150659,1.0,0.006779661016949152,,,0.26840317100792754
08437056,Illmensee,1574.0,1098,476,0,1368,460,16,1352,526,162,196.0,33,291,66,,48.0,,,28.0,,,2.0,,,,,,,,13,1355,452,157,199,61,267,76,11,29,10,5,17,6,6,0,0,59,,,,,,,,0.00959409594095941,0.020710059171597635,0.012546125461254613,0.0,,0.043542435424354244,0.3890532544378698,,0.021402214022140223,0.0014792899408284023,,0.008118081180811807,,,,0.11982248520710059,,,0.011834319526627219,0.004428044280442804,,,1.0,0.02440828402366864,0.007380073800738007,0.3335793357933579,,0.0,0.004428044280442804,0.11586715867158671,,0.04881656804733728,0.03550295857988166,0.05608856088560885,0.045018450184501846,,0.14686346863468636,0.14497041420118342,0.1970479704797048,1.0,0.0036900369003690036,,,0.21523668639053253
08437059,Inzigkofen,2262.0,1607,655,0,1945,625,17,1928,762,435,113.0,66,427,70,,40.0,,,,,,3.0,12.0,,,,,,,6,1939,808,206,177,95,427,70,7,33,16,5,7,4,11,2,2,69,,,,,,,,0.0030943785456420837,,0.0036101083032490976,0.0010314595152140279,,0.03558535327488396,0.39522821576763484,,0.01701908200103146,0.0015560165975103733,,0.0036101083032490976,,0.006224066390041493,,0.22562240663900415,,,0.008817427385892116,0.005673027333677153,,,1.0,0.03423236514522822,0.008251676121712223,0.4167096441464673,,0.0010314595152140279,0.0020629190304280558,0.10624033006704486,,0.03630705394190872,0.02074688796680498,0.036101083032490974,0.04899432697266632,,0.09128416709644147,0.058609958506224066,0.22021660649819494,1.0,0.0025786487880350697,,,0.22147302904564314
08437065,Krauchenwies,3677.0,2735,942,0,3081,897,23,3058,1258,584,129.0,134,717,117,,100.0,,,,,,2.0,17.0,,,,,,,15,3066,1264,329,189,178,727,148,10,50,27,15,10,4,1,0,9,105,,,,,,,,0.004892367906066536,,0.0032615786040443573,0.0029354207436399216,,0.03424657534246575,0.41137998691955524,,0.016307893020221786,0.0006540222367560497,,0.0032615786040443573,,0.005559189012426423,,0.19097449313276652,,,0.007521255722694572,0.00032615786040443573,,,1.0,0.04381948986265533,0.008806262230919765,0.41226353555120676,,0.0,0.001304631441617743,0.10730593607305935,,0.038260300850228905,0.032701111837802485,0.04827136333985649,0.05805609915198956,,0.06164383561643835,0.04218443427076521,0.23711676451402477,1.0,0.004892367906066536,,,0.23446697187704382
08437072,Leibertingen,1714.0,1320,394,0,1546,383,13,1533,609,274,100.0,64,371,54,,50.0,,,,,,1.0,10.0,,,,,,,10,1536,600,137,143,63,387,80,6,31,14,4,5,4,2,0,3,57,,,,,,,,0.006510416666666667,,0.0032552083333333335,0.001953125,,0.037109375,0.3972602739726027,,0.020182291666666668,0.0006523157208088715,,0.00390625,,0.006523157208088715,,0.17873450750163078,,,0.008480104370515329,0.0013020833333333333,,,1.0,0.04174820613176777,0.009114583333333334,0.390625,,0.0,0.0026041666666666665,0.08919270833333333,,0.03522504892367906,0.03261578604044357,0.052083333333333336,0.041015625,,0.09309895833333333,0.06523157208088715,0.251953125,1.0,0.0026041666666666665,,,0.2420091324200913
08437076,Mengen-_Stadt,7157.0,5233,1924,0,5841,1840,56,5785,2281,1011,264.0,261,1534,211,,183.0,,,,,,10.0,30.0,,,,,,,35,5806,2207,586,345,367,1571,254,11,101,59,23,21,14,2,1,11,233,,,,,,,,0.006028246641405443,,0.0036169479848432657,0.0018945918015845678,,0.04013089906992766,0.39429559204840103,,0.01739579745091285,0.001728608470181504,,0.0018945918015845678,,0.005185825410544511,,0.17476231633535005,,,0.009680207433016421,0.0003444712366517396,,,1.0,0.045116681071737254,0.010161901481226318,0.3801240096451946,,0.0001722356183258698,0.002411298656562177,0.1009300723389597,,0.03647363872082973,0.03163353500432152,0.04374784705477092,0.06321047192559422,,0.059421288322425075,0.0456352636127917,0.27058215638994143,1.0,0.003961419221495005,,,0.2651685393258427
08437078,Meßkirch-_Stadt,6042.0,4261,1781,0,4918,1716,45,4873,1766,764,263.0,169,1506,230,,139.0,,,,,,5.0,31.0,,,,,,,34,4884,1673,446,336,232,1506,246,23,76,39,23,26,10,11,2,6,229,,,,,,,,0.006961506961506962,,0.005323505323505323,0.0012285012285012285,,0.04688779688779689,0.36240508926739173,,0.015561015561015561,0.0010260619741432383,,0.004709254709254709,,0.0063615842396880775,,0.15678226964908681,,,0.009234557767289145,0.0022522522522522522,,,1.0,0.03468089472604145,0.007985257985257985,0.34254709254709254,,0.0004095004095004095,0.0020475020475020475,0.09131859131859132,,0.04719885081058896,0.028524522881182023,0.05036855036855037,0.0475020475020475,,0.0687960687960688,0.05397085983993433,0.3083538083538084,1.0,0.004709254709254709,,,0.30904986661194334
08437082,Neufra,1466.0,993,472,1,1252,458,18,1234,484,178,76.0,55,355,45,,26.0,,,,,,1.0,14.0,,,,,,,4,1248,484,93,105,70,332,53,6,12,16,5,3,5,3,0,6,55,,,,,,,,0.003205128205128205,,0.002403846153846154,0.004807692307692308,,0.044070512820512824,0.39222042139384117,,0.009615384615384616,0.0008103727714748784,,0.004807692307692308,,0.011345218800648298,,0.14424635332252836,,,0.014586709886547812,0.002403846153846154,,,1.0,0.04457050243111831,0.01282051282051282,0.38782051282051283,,0.0,0.004006410256410256,0.07451923076923077,,0.03646677471636953,0.02106969205834684,0.04246794871794872,0.05608974358974359,,0.08413461538461539,0.06158833063209076,0.266025641025641,1.0,0.004006410256410256,,,0.28768233387358183
08437086,Ostrach,5284.0,3503,1781,0,4490,1700,37,4453,1776,681,250.0,163,1265,162,,129.0,,,,,,5.0,22.0,,,,,,,25,4465,1733,386,293,202,1275,191,18,74,33,20,18,12,5,0,6,199,,,,,,,,0.005599104143337066,,0.004031354983202688,0.0013437849944008958,,0.044568868980963045,0.3988322479227487,,0.016573348264277716,0.0011228385358185494,,0.004031354983202688,,0.004940489557601617,,0.15293060857848642,,,0.008309005165057264,0.0011198208286674132,,,1.0,0.03660453626768471,0.0073908174692049276,0.3881298992161254,,0.0,0.0026875699888017916,0.0864501679731243,,0.036379968560520996,0.02896923422411857,0.042777155655095184,0.04524076147816349,,0.06562150055991041,0.056141926790927464,0.2855543113101904,1.0,0.004479283314669653,,,0.284078149562093
08437088,Pfullendorf-_Stadt,9438.0,6582,2856,0,7400,2729,80,7320,2892,830,494.0,196,2185,342,,217.0,,,151.0,,,13.0,,,,,,,,51,7349,2592,749,549,333,1997,402,17,119,54,26,50,16,13,3,9,420,,,,,,,,0.006939719689753708,0.02062841530054645,0.006803646754660498,0.0012246564158388895,,0.05715063273914818,0.3950819672131147,,0.016192679276091984,0.0017759562841530056,,0.0023132398965845695,,,,0.1133879781420765,,,0.01092896174863388,0.0017689481562117295,,,1.0,0.026775956284153007,0.007347938495033338,0.3527010477616002,,0.0004082188052796299,0.0021771669614913595,0.10191862838481426,,0.04672131147540984,0.0296448087431694,0.0547013199074704,0.045312287386038916,,0.07470404136617227,0.06748633879781421,0.2717376513811403,1.0,0.003537896312423459,,,0.29849726775956287
08437100,Bad_Saulgau-_Stadt,12812.0,9037,3775,0,10502,3614,134,10368,3798,2336,617.0,375,2378,455,,337.0,,,,,,17.0,55.0,,,,,,,68,10434,3904,1237,882,531,2420,598,15,184,89,35,39,26,18,5,17,434,,,,,,,,0.006517155453325666,,0.0037377803335250145,0.0016292888633314166,,0.04159478627563734,0.3663194444444444,,0.017634655932528272,0.0016396604938271604,,0.001437607820586544,,0.005304783950617284,,0.22530864197530864,,,0.012924382716049383,0.0017251293847038527,,,1.0,0.03616898148148148,0.008529806402146827,0.3741613954379912,,0.00047920260686218135,0.002491853555683343,0.11855472493770366,,0.04388503086419753,0.03250385802469136,0.05731263178071689,0.050891316848763656,,0.08453133985048879,0.05951003086419753,0.23193406172129577,1.0,0.0033544182480352695,,,0.22935956790123457
08437101,Scheer-_Stadt,1844.0,1387,457,0,1526,434,16,1510,590,276,79.0,58,391,66,,39.0,,,,,,1.0,10.0,,,,,,,16,1510,573,161,110,75,400,75,6,19,17,8,9,1,0,0,4,52,,,,,,,,0.010596026490066225,,0.005960264900662252,0.0026490066225165563,,0.03443708609271523,0.39072847682119205,,0.012582781456953643,0.0006622516556291391,,0.003973509933774834,,0.006622516556291391,,0.1827814569536424,,,0.010596026490066225,0.0,,,1.0,0.038410596026490065,0.011258278145695364,0.3794701986754967,,0.0,0.0006622516556291391,0.10662251655629139,,0.04370860927152318,0.025827814569536423,0.04966887417218543,0.04966887417218543,,0.0728476821192053,0.05231788079470199,0.26490066225165565,1.0,0.005298013245033113,,,0.2589403973509934
08437102,Schwenningen,1264.0,782,482,0,1109,458,19,1090,456,145,51.0,63,303,32,,33.0,,,,,,1.0,6.0,,,,,,,9,1100,483,59,61,60,307,35,1,26,9,5,3,1,0,1,3,46,,,,,,,,0.008181818181818182,,0.0027272727272727275,0.0027272727272727275,,0.04181818181818182,0.41834862385321103,,0.023636363636363636,0.0009174311926605505,,0.0009090909090909091,,0.005504587155963303,,0.13302752293577982,,,0.01743119266055046,0.0,,,1.0,0.05779816513761468,0.008181818181818182,0.4390909090909091,,0.0009090909090909091,0.0009090909090909091,0.053636363636363635,,0.029357798165137616,0.030275229357798167,0.031818181818181815,0.05454545454545454,,0.05545454545454546,0.046788990825688076,0.2790909090909091,1.0,0.004545454545454545,,,0.2779816513761468
08437104,Sigmaringen-_Stadt,11561.0,8057,3504,0,9092,3310,100,8992,2680,2491,637.0,335,2073,454,,237.0,,,,,,22.0,63.0,,,,,,,51,9041,2900,1243,1022,438,2113,602,22,106,80,51,48,24,11,3,9,369,,,,,,,,0.005640968919367327,,0.005309147218228072,0.0009954651034177636,,0.04081406924012831,0.29804270462633453,,0.011724366773586993,0.0024466192170818505,,0.0024333591416878663,,0.007006227758007117,,0.2770240213523132,,,0.01112099644128114,0.0012166795708439331,,,1.0,0.037255338078291816,0.008848578697046788,0.32076097776794604,,0.0003318217011392545,0.002654573609114036,0.13748479150536444,,0.05048932384341637,0.026356761565836297,0.06658555469527708,0.04844596836633116,,0.1130405928547727,0.07084074733096085,0.23371308483574826,1.0,0.005640968919367327,,,0.230538256227758
08437105,Sigmaringendorf,2715.0,1882,833,0,2316,811,25,2291,849,609,108.0,124,450,89,,48.0,,,,,,4.0,10.0,,,,,,,14,2302,906,299,186,144,464,122,9,32,19,10,4,4,7,2,7,87,,,,,,,,0.006081668114682885,,0.0017376194613379669,0.0030408340573414424,,0.037793223284100785,0.37058053251855083,,0.013900955690703735,0.001745962461807071,,0.003909643788010426,,0.004364906154517678,,0.26582278481012656,,,0.010912265386294195,0.0030408340573414424,,,1.0,0.054124836316019206,0.008253692441355343,0.3935708079930495,,0.0008688097306689834,0.0017376194613379669,0.12988705473501302,,0.03884766477520733,0.020951549541684853,0.052997393570807995,0.06255430060816682,,0.08079930495221546,0.04714098646879092,0.20156385751520417,1.0,0.004344048653344918,,,0.19642077695329552
08437107,Stetten_am_kalten_Markt,3713.0,2289,1424,0,3211,1385,41,3170,1209,580,154.0,122,893,103,,72.0,,,,,,2.0,35.0,,,,,,,20,3191,1217,351,205,141,904,118,16,42,33,19,7,4,4,0,6,124,,,,,,,,0.006267627702914447,,0.0021936696960200563,0.001880288310874334,,0.03885929175806957,0.3813880126182965,,0.013162018176120338,0.0006309148264984228,,0.005014102162331557,,0.011041009463722398,,0.1829652996845426,,,0.012933753943217666,0.0012535255405828893,,,1.0,0.038485804416403785,0.010341585709808837,0.3813851457223441,,0.0,0.0012535255405828893,0.10999686618614854,,0.03249211356466877,0.022712933753943218,0.036979003447195236,0.04418677530554685,,0.06424318395487308,0.04858044164037855,0.283296772171733,1.0,0.005954246317768724,,,0.2817034700315457
08437114,Veringenstadt-_Stadt,1556.0,1044,512,0,1334,503,16,1318,489,263,91.0,57,331,48,,30.0,,,,,,1.0,8.0,,,,,,,9,1325,498,159,114,58,336,64,7,14,16,3,4,3,2,1,4,42,,,,,,,,0.006792452830188679,,0.0030188679245283017,0.0030188679245283017,,0.03169811320754717,0.37101669195751136,,0.010566037735849057,0.0007587253414264037,,0.005283018867924529,,0.006069802731411229,,0.19954476479514416,,,0.012139605462822459,0.0015094339622641509,,,1.0,0.04324734446130501,0.012075471698113207,0.3758490566037736,,0.0007547169811320754,0.0022641509433962265,0.12,,0.036418816388467376,0.02276176024279211,0.04830188679245283,0.04377358490566038,,0.0860377358490566,0.06904400606980274,0.25358490566037734,1.0,0.0022641509433962265,,,0.2511380880121396
08437118,Wald,2127.0,1474,653,0,1831,631,10,1821,792,202,135.0,57,480,63,,54.0,,,38.0,,,0.0,,,,,,,,6,1825,692,192,151,95,445,72,9,37,31,4,9,8,4,1,5,70,,,,,,,,0.0032876712328767125,0.02086765513454146,0.004931506849315068,0.0027397260273972603,,0.038356164383561646,0.43492586490939045,,0.020273972602739727,0.0,,0.004931506849315068,,,,0.11092806150466776,,,0.0054914881933003845,0.002191780821917808,,,1.0,0.03130148270181219,0.016986301369863014,0.37917808219178084,,0.000547945205479452,0.004383561643835616,0.1052054794520548,,0.03459637561779242,0.029654036243822075,0.03945205479452055,0.052054794520547946,,0.08273972602739726,0.07413509060955518,0.24383561643835616,1.0,0.002191780821917808,,,0.26359143327841844
08437123,Sauldorf,2024.0,1504,520,0,1785,506,20,1765,791,215,99.0,71,462,62,,57.0,,,,,,0.0,8.0,,,,,,,17,1768,706,133,118,106,470,81,8,34,15,5,8,4,2,1,4,73,,,,,,,,0.009615384615384616,,0.004524886877828055,0.0022624434389140274,,0.041289592760180995,0.4481586402266289,,0.019230769230769232,0.0,,0.004524886877828055,,0.004532577903682719,,0.12181303116147309,,,0.0113314447592068,0.0011312217194570137,,,1.0,0.040226628895184136,0.008484162895927601,0.3993212669683258,,0.0005656108597285068,0.0022624434389140274,0.0752262443438914,,0.03512747875354107,0.03229461756373938,0.04581447963800905,0.05995475113122172,,0.0667420814479638,0.056090651558073655,0.2658371040723982,1.0,0.002828054298642534,,,0.26175637393767703
08437124,Herdwangen-Schönach,2711.0,1915,796,0,2259,740,20,2239,784,311,263.0,43,557,116,,60.0,,,99.0,,,6.0,,,,,,,,16,2243,694,243,271,106,519,163,19,37,25,10,29,8,4,0,1,114,,,,,,,,0.007133303611234953,0.04421616793211255,0.012929112795363353,0.00044583147570218456,,0.05082478823004904,0.35015631978561856,,0.01649576460098083,0.0026797677534613666,,0.008470798038341507,,,,0.13890129522108083,,,0.008932559178204555,0.0017833259028087382,,,1.0,0.019205002233139794,0.011145786892554615,0.30940704413731607,,0.0,0.0035666518056174765,0.10833704859563086,,0.05180884323358642,0.026797677534613668,0.07267053053945609,0.047258136424431565,,0.12082032991529201,0.1174631531933899,0.23138653588943378,1.0,0.004458314757021846,,,0.24877177311299686
BW,Baden-Württemberg,7653811.0,5171989,2481666,156,6382446,2376128,49732,6332714,2280707,1002327,887608.0,271794,1231221,360037,17282.0,163869.0,10548.0,20293.0,69168.0,1798.0,2021.0,3574.0,4821.0,,590.0,622.0,2264.0,1583.0,587.0,32448,6349998,2006866,898778,865738,357539,1256430,429484,21845,86311,55906,28041,49025,12258,11768,2379,7411,260219,,,,,,,0.00035750864479273817,0.005109922869267046,0.010922331246918777,0.007720474872590511,0.0011670869817596793,9.822013121072576e-05,0.04097938298563244,0.3601468501498726,0.0027290037099417406,0.013592287745602439,0.0005643709790146847,0.00031913647134546106,0.003440158563829469,0.0002839225014740915,0.0007612849719725224,0.001665636565933658,0.1582776357814359,0.003204471258294627,9.316700548927364e-05,0.00785318901185179,0.001853228930150844,9.26932749528875e-05,,1.0,0.042919039135511254,0.008804097261132996,0.31604198930456356,,0.0003746457872900117,0.001930394308785609,0.14153988709917703,0.000249971813033085,0.05685350704295188,0.02587658308901997,0.0676352968930069,0.05630537206468411,,0.13633673585409004,0.1401623379802088,0.19786305444505653,1.0,0.0044159069026478434,,,0.1944223282466254
