ags,municipality_name,vote_type,party,votes,percent
08128014,"Boxberg, Stadt",Erststimmen,Werteunion,,
08128014,"Boxberg, Stadt",Zweitstimmen,Werteunion,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,Werteunion,,
08128020,"Creglingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08128039,"Freudenberg, Stadt",Erststimmen,Werteunion,,
08128039,"Freudenberg, Stadt",Zweitstimmen,Werteunion,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,Werteunion,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,Werteunion,0,0.0
08128058,Igersheim,Erststimmen,Werteunion,,
08128058,Igersheim,Zweitstimmen,Werteunion,0,0.0
08128061,Königheim,Erststimmen,Werteunion,,
08128061,Königheim,Zweitstimmen,Werteunion,0,0.0
08128064,"Külsheim, Stadt",Erststimmen,Werteunion,,
08128064,"Külsheim, Stadt",Zweitstimmen,Werteunion,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,Werteunion,,
08128082,"Niederstetten, Stadt",Zweitstimmen,Werteunion,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,Werteunion,,
08128126,"Weikersheim, Stadt",Zweitstimmen,Werteunion,0,0.0
08128128,Werbach,Erststimmen,Werteunion,,
08128128,Werbach,Zweitstimmen,Werteunion,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,Werteunion,,
08128131,"Wertheim, Stadt",Zweitstimmen,Werteunion,0,0.0
08128139,"Lauda-Königshofen, Stadt",Erststimmen,Werteunion,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,Werteunion,0,0.0
08135010,Dischingen,Erststimmen,Werteunion,,
08135010,Dischingen,Zweitstimmen,Werteunion,1,0.4
08135016,"Giengen an der Brenz, Stadt",Erststimmen,Werteunion,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,Werteunion,2,0.2
08135020,"Herbrechtingen, Stadt",Erststimmen,Werteunion,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08135026,Nattheim,Erststimmen,Werteunion,,
08135026,Nattheim,Zweitstimmen,Werteunion,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,Werteunion,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,Werteunion,,
08135031,Sontheim an der Brenz,Zweitstimmen,Werteunion,2,0.7
08216013,Forbach,Erststimmen,Werteunion,,
08216013,Forbach,Zweitstimmen,Werteunion,1,0.8
08235006,"Altensteig, Stadt",Erststimmen,Werteunion,1,0.4
08235006,"Altensteig, Stadt",Zweitstimmen,Werteunion,0,0.0
08235020,Ebhausen,Erststimmen,Werteunion,1,0.9
08235020,Ebhausen,Zweitstimmen,Werteunion,1,0.9
08235050,Neuweiler,Erststimmen,Werteunion,0,0.0
08235050,Neuweiler,Zweitstimmen,Werteunion,2,0.7
08236031,Kieselbronn,Erststimmen,Werteunion,,
08236031,Kieselbronn,Zweitstimmen,Werteunion,2,0.7
08236038,"Maulbronn, Stadt",Erststimmen,Werteunion,,
08236038,"Maulbronn, Stadt",Zweitstimmen,Werteunion,0,0.0
08237040,"Horb am Neckar, Stadt",Erststimmen,Werteunion,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,Werteunion,0,0.0
08237072,Wörnersberg,Erststimmen,Werteunion,,
08237072,Wörnersberg,Zweitstimmen,Werteunion,1,1.1
08237073,Seewald,Erststimmen,Werteunion,,
08237073,Seewald,Zweitstimmen,Werteunion,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,Werteunion,,
08316011,"Emmendingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08316055,Winden im Elztal,Erststimmen,Werteunion,,
08316055,Winden im Elztal,Zweitstimmen,Werteunion,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,Werteunion,1,1.1
08325012,"Dornhan, Stadt",Zweitstimmen,Werteunion,0,0.0
08325015,Epfendorf,Erststimmen,Werteunion,0,0.0
08325015,Epfendorf,Zweitstimmen,Werteunion,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,Werteunion,1,0.4
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,Werteunion,2,0.7
08326003,"Bad Dürrheim, Stadt",Erststimmen,Werteunion,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,Werteunion,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,Werteunion,,
08326005,"Blumberg, Stadt",Zweitstimmen,Werteunion,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,Werteunion,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,Werteunion,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,Werteunion,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,Werteunion,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,Werteunion,1,0.2
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,Werteunion,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,Werteunion,0,0.0
08326068,"Vöhrenbach, Stadt",Erststimmen,Werteunion,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,Werteunion,0,0.0
08327050,"Tuttlingen, Stadt",Erststimmen,Werteunion,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,Werteunion,1,0.3
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,Werteunion,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,Werteunion,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,Werteunion,,
08336087,"Todtnau, Stadt",Zweitstimmen,Werteunion,1,0.3
08336089,Tunau,Erststimmen,Werteunion,,
08336089,Tunau,Zweitstimmen,Werteunion,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,Werteunion,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,Werteunion,0,0.0
08336103,"Zell im Wiesental, Stadt",Erststimmen,Werteunion,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,Werteunion,0,0.0
08336107,Kleines Wiesental,Erststimmen,Werteunion,,
08336107,Kleines Wiesental,Zweitstimmen,Werteunion,0,0.0
08337062,Klettgau,Erststimmen,Werteunion,,
08337062,Klettgau,Zweitstimmen,Werteunion,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,Werteunion,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08337116,"Wehr, Stadt",Erststimmen,Werteunion,,
08337116,"Wehr, Stadt",Zweitstimmen,Werteunion,0,0.0
08337125,Küssaberg,Erststimmen,Werteunion,,
08337125,Küssaberg,Zweitstimmen,Werteunion,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,Werteunion,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,Werteunion,0,0.0
08425020,"Blaubeuren, Stadt",Erststimmen,Werteunion,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,Werteunion,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,Werteunion,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,Werteunion,0,0.0
08425052,Grundsheim,Erststimmen,Werteunion,,
08425052,Grundsheim,Zweitstimmen,Werteunion,2,1.5
08425075,Lonsee,Erststimmen,Werteunion,,
08425075,Lonsee,Zweitstimmen,Werteunion,0,0.0
08425085,Nerenstetten,Erststimmen,Werteunion,,
08425085,Nerenstetten,Zweitstimmen,Werteunion,0,0.0
08425090,Obermarchtal,Erststimmen,Werteunion,,
08425090,Obermarchtal,Zweitstimmen,Werteunion,0,0.0
08426008,Altheim,Erststimmen,Werteunion,,
08426008,Altheim,Zweitstimmen,Werteunion,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,Werteunion,,
08426097,"Riedlingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08426108,Schwendi,Erststimmen,Werteunion,,
08426108,Schwendi,Zweitstimmen,Werteunion,1,0.4
08426121,Unlingen,Erststimmen,Werteunion,,
08426121,Unlingen,Zweitstimmen,Werteunion,0,0.0
08426124,Uttenweiler,Erststimmen,Werteunion,,
08426124,Uttenweiler,Zweitstimmen,Werteunion,1,0.5
08426128,Warthausen,Erststimmen,Werteunion,,
08426128,Warthausen,Zweitstimmen,Werteunion,2,1.0
08437031,"Gammertingen, Stadt",Erststimmen,Werteunion,,
08437031,"Gammertingen, Stadt",Zweitstimmen,Werteunion,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,Werteunion,,
08437078,"Meßkirch, Stadt",Zweitstimmen,Werteunion,1,0.5
08437088,"Pfullendorf, Stadt",Erststimmen,Werteunion,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,Werteunion,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,Werteunion,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,Werteunion,1,0.2
08437114,"Veringenstadt, Stadt",Erststimmen,Werteunion,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,Werteunion,0,0.0
08126011,Bretzfeld,Erststimmen,dieBasis,,
08126011,Bretzfeld,Zweitstimmen,dieBasis,0,0.0
08126020,Dörzbach,Erststimmen,dieBasis,,
08126020,Dörzbach,Zweitstimmen,dieBasis,0,0.0
08126039,"Ingelfingen, Stadt",Erststimmen,dieBasis,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,dieBasis,0,0.0
08126046,"Künzelsau, Stadt",Erststimmen,dieBasis,,
08126046,"Künzelsau, Stadt",Zweitstimmen,dieBasis,1,0.5
08126056,Mulfingen,Erststimmen,dieBasis,,
08126056,Mulfingen,Zweitstimmen,dieBasis,0,0.0
08126072,Schöntal,Erststimmen,dieBasis,,
08126072,Schöntal,Zweitstimmen,dieBasis,1,0.6
08126085,"Waldenburg, Stadt",Erststimmen,dieBasis,,
08126085,"Waldenburg, Stadt",Zweitstimmen,dieBasis,0,0.0
08127008,Blaufelden,Erststimmen,dieBasis,,
08127008,Blaufelden,Zweitstimmen,dieBasis,1,0.7
08127014,"Crailsheim, Stadt",Erststimmen,dieBasis,,
08127014,"Crailsheim, Stadt",Zweitstimmen,dieBasis,2,1.9
08127032,"Gerabronn, Stadt",Erststimmen,dieBasis,,
08127032,"Gerabronn, Stadt",Zweitstimmen,dieBasis,1,0.3
08127047,"Langenburg, Stadt",Erststimmen,dieBasis,,
08127047,"Langenburg, Stadt",Zweitstimmen,dieBasis,3,2.3
08127059,Michelfeld,Erststimmen,dieBasis,,
08127059,Michelfeld,Zweitstimmen,dieBasis,2,1.4
08127062,Oberrot,Erststimmen,dieBasis,,
08127062,Oberrot,Zweitstimmen,dieBasis,1,0.5
08127073,Satteldorf,Erststimmen,dieBasis,,
08127073,Satteldorf,Zweitstimmen,dieBasis,3,0.6
08127100,Rosengarten,Erststimmen,dieBasis,,
08127100,Rosengarten,Zweitstimmen,dieBasis,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,dieBasis,4,2.8
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,dieBasis,0,0.0
08128014,"Boxberg, Stadt",Erststimmen,dieBasis,0,0.0
08128014,"Boxberg, Stadt",Zweitstimmen,dieBasis,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,dieBasis,9,2.5
08128020,"Creglingen, Stadt",Zweitstimmen,dieBasis,6,1.6
08128039,"Freudenberg, Stadt",Erststimmen,dieBasis,7,2.4
08128039,"Freudenberg, Stadt",Zweitstimmen,dieBasis,2,0.7
08128047,"Grünsfeld, Stadt",Erststimmen,dieBasis,2,0.9
08128047,"Grünsfeld, Stadt",Zweitstimmen,dieBasis,1,0.5
08128058,Igersheim,Erststimmen,dieBasis,8,2.4
08128058,Igersheim,Zweitstimmen,dieBasis,0,0.0
08128061,Königheim,Erststimmen,dieBasis,7,1.1
08128061,Königheim,Zweitstimmen,dieBasis,2,0.3
08128064,"Külsheim, Stadt",Erststimmen,dieBasis,1,1.8
08128064,"Külsheim, Stadt",Zweitstimmen,dieBasis,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,dieBasis,2,1.8
08128082,"Niederstetten, Stadt",Zweitstimmen,dieBasis,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,dieBasis,4,6.5
08128126,"Weikersheim, Stadt",Zweitstimmen,dieBasis,4,6.5
08128128,Werbach,Erststimmen,dieBasis,3,1.6
08128128,Werbach,Zweitstimmen,dieBasis,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,dieBasis,4,2.1
08128131,"Wertheim, Stadt",Zweitstimmen,dieBasis,3,1.6
08128139,"Lauda-Königshofen, Stadt",Erststimmen,dieBasis,0,0.0
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,dieBasis,0,0.0
08135010,Dischingen,Erststimmen,dieBasis,,
08135010,Dischingen,Zweitstimmen,dieBasis,0,0.0
08135016,"Giengen an der Brenz, Stadt",Erststimmen,dieBasis,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,dieBasis,5,0.6
08135020,"Herbrechtingen, Stadt",Erststimmen,dieBasis,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,dieBasis,0,0.0
08135026,Nattheim,Erststimmen,dieBasis,,
08135026,Nattheim,Zweitstimmen,dieBasis,0,0.0
08135027,"Niederstotzingen, Stadt",Erststimmen,dieBasis,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,dieBasis,1,0.7
08135031,Sontheim an der Brenz,Erststimmen,dieBasis,,
08135031,Sontheim an der Brenz,Zweitstimmen,dieBasis,0,0.0
08216013,Forbach,Erststimmen,dieBasis,,
08216013,Forbach,Zweitstimmen,dieBasis,2,1.5
08235006,"Altensteig, Stadt",Erststimmen,dieBasis,,
08235006,"Altensteig, Stadt",Zweitstimmen,dieBasis,1,0.4
08235020,Ebhausen,Erststimmen,dieBasis,,
08235020,Ebhausen,Zweitstimmen,dieBasis,0,0.0
08235050,Neuweiler,Erststimmen,dieBasis,,
08235050,Neuweiler,Zweitstimmen,dieBasis,0,0.0
08236031,Kieselbronn,Erststimmen,dieBasis,,
08236031,Kieselbronn,Zweitstimmen,dieBasis,1,0.3
08236038,"Maulbronn, Stadt",Erststimmen,dieBasis,,
08236038,"Maulbronn, Stadt",Zweitstimmen,dieBasis,0,0.0
08237040,"Horb am Neckar, Stadt",Erststimmen,dieBasis,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,dieBasis,1,0.6
08237072,Wörnersberg,Erststimmen,dieBasis,,
08237072,Wörnersberg,Zweitstimmen,dieBasis,0,0.0
08237073,Seewald,Erststimmen,dieBasis,,
08237073,Seewald,Zweitstimmen,dieBasis,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,dieBasis,,
08316011,"Emmendingen, Stadt",Zweitstimmen,dieBasis,0,0.0
08316055,Winden im Elztal,Erststimmen,dieBasis,,
08316055,Winden im Elztal,Zweitstimmen,dieBasis,0,0.0
08325012,"Dornhan, Stadt",Erststimmen,dieBasis,,
08325012,"Dornhan, Stadt",Zweitstimmen,dieBasis,0,0.0
08325015,Epfendorf,Erststimmen,dieBasis,,
08325015,Epfendorf,Zweitstimmen,dieBasis,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,dieBasis,,
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,dieBasis,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,dieBasis,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,dieBasis,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,dieBasis,,
08326005,"Blumberg, Stadt",Zweitstimmen,dieBasis,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,dieBasis,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,dieBasis,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,dieBasis,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,dieBasis,1,1.4
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,dieBasis,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,dieBasis,2,0.4
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,dieBasis,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,dieBasis,1,0.7
08326068,"Vöhrenbach, Stadt",Erststimmen,dieBasis,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,dieBasis,0,0.0
08327050,"Tuttlingen, Stadt",Erststimmen,dieBasis,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,dieBasis,2,0.5
08336069,"Rheinfelden (Baden), Stadt",Erststimmen,dieBasis,,
08336069,"Rheinfelden (Baden), Stadt",Zweitstimmen,dieBasis,0,0.0
08336087,"Todtnau, Stadt",Erststimmen,dieBasis,,
08336087,"Todtnau, Stadt",Zweitstimmen,dieBasis,3,0.8
08336089,Tunau,Erststimmen,dieBasis,,
08336089,Tunau,Zweitstimmen,dieBasis,0,0.0
08336091,"Weil am Rhein, Stadt",Erststimmen,dieBasis,,
08336091,"Weil am Rhein, Stadt",Zweitstimmen,dieBasis,1,0.2
08336103,"Zell im Wiesental, Stadt",Erststimmen,dieBasis,,
08336103,"Zell im Wiesental, Stadt",Zweitstimmen,dieBasis,0,0.0
08336107,Kleines Wiesental,Erststimmen,dieBasis,,
08336107,Kleines Wiesental,Zweitstimmen,dieBasis,0,0.0
08337062,Klettgau,Erststimmen,dieBasis,,
08337062,Klettgau,Zweitstimmen,dieBasis,0,0.0
08337096,"Bad Säckingen, Stadt",Erststimmen,dieBasis,,
08337096,"Bad Säckingen, Stadt",Zweitstimmen,dieBasis,0,0.0
08337116,"Wehr, Stadt",Erststimmen,dieBasis,,
08337116,"Wehr, Stadt",Zweitstimmen,dieBasis,0,0.0
08337125,Küssaberg,Erststimmen,dieBasis,,
08337125,Küssaberg,Zweitstimmen,dieBasis,0,0.0
08416036,"Rottenburg am Neckar, Stadt",Erststimmen,dieBasis,,
08416036,"Rottenburg am Neckar, Stadt",Zweitstimmen,dieBasis,1,0.3
08425020,"Blaubeuren, Stadt",Erststimmen,dieBasis,,
08425020,"Blaubeuren, Stadt",Zweitstimmen,dieBasis,0,0.0
08425033,"Ehingen (Donau), Stadt",Erststimmen,dieBasis,,
08425033,"Ehingen (Donau), Stadt",Zweitstimmen,dieBasis,0,0.0
08425052,Grundsheim,Erststimmen,dieBasis,,
08425052,Grundsheim,Zweitstimmen,dieBasis,1,0.8
08425075,Lonsee,Erststimmen,dieBasis,,
08425075,Lonsee,Zweitstimmen,dieBasis,0,0.0
08425085,Nerenstetten,Erststimmen,dieBasis,,
08425085,Nerenstetten,Zweitstimmen,dieBasis,1,0.5
08425090,Obermarchtal,Erststimmen,dieBasis,,
08425090,Obermarchtal,Zweitstimmen,dieBasis,0,0.0
08426008,Altheim,Erststimmen,dieBasis,,
08426008,Altheim,Zweitstimmen,dieBasis,0,0.0
08426097,"Riedlingen, Stadt",Erststimmen,dieBasis,,
08426097,"Riedlingen, Stadt",Zweitstimmen,dieBasis,0,0.0
08426108,Schwendi,Erststimmen,dieBasis,,
08426108,Schwendi,Zweitstimmen,dieBasis,0,0.0
08426121,Unlingen,Erststimmen,dieBasis,,
08426121,Unlingen,Zweitstimmen,dieBasis,0,0.0
08426124,Uttenweiler,Erststimmen,dieBasis,,
08426124,Uttenweiler,Zweitstimmen,dieBasis,1,0.5
08426128,Warthausen,Erststimmen,dieBasis,,
08426128,Warthausen,Zweitstimmen,dieBasis,1,0.5
08437031,"Gammertingen, Stadt",Erststimmen,dieBasis,,
08437031,"Gammertingen, Stadt",Zweitstimmen,dieBasis,0,0.0
08437078,"Meßkirch, Stadt",Erststimmen,dieBasis,,
08437078,"Meßkirch, Stadt",Zweitstimmen,dieBasis,1,0.5
08437088,"Pfullendorf, Stadt",Erststimmen,dieBasis,,
08437088,"Pfullendorf, Stadt",Zweitstimmen,dieBasis,0,0.0
08437100,"Bad Saulgau, Stadt",Erststimmen,dieBasis,,
08437100,"Bad Saulgau, Stadt",Zweitstimmen,dieBasis,0,0.0
08437114,"Veringenstadt, Stadt",Erststimmen,dieBasis,,
08437114,"Veringenstadt, Stadt",Zweitstimmen,dieBasis,0,0.0
08126011,Bretzfeld,Erststimmen,ÖDP,,
08126011,Bretzfeld,Zweitstimmen,ÖDP,0,0.0
08126020,Dörzbach,Erststimmen,ÖDP,,
08126020,Dörzbach,Zweitstimmen,ÖDP,1,1.0
08126039,"Ingelfingen, Stadt",Erststimmen,ÖDP,,
08126039,"Ingelfingen, Stadt",Zweitstimmen,ÖDP,0,0.0
08126046,"Künzelsau, Stadt",Erststimmen,ÖDP,,
08126046,"Künzelsau, Stadt",Zweitstimmen,ÖDP,0,0.0
08126056,Mulfingen,Erststimmen,ÖDP,,
08126056,Mulfingen,Zweitstimmen,ÖDP,2,0.5
08126072,Schöntal,Erststimmen,ÖDP,,
08126072,Schöntal,Zweitstimmen,ÖDP,1,0.6
08126085,"Waldenburg, Stadt",Erststimmen,ÖDP,,
08126085,"Waldenburg, Stadt",Zweitstimmen,ÖDP,0,0.0
08127008,Blaufelden,Erststimmen,ÖDP,,
08127008,Blaufelden,Zweitstimmen,ÖDP,0,0.0
08127014,"Crailsheim, Stadt",Erststimmen,ÖDP,0,0.0
08127014,"Crailsheim, Stadt",Zweitstimmen,ÖDP,0,0.0
08127032,"Gerabronn, Stadt",Erststimmen,ÖDP,,
08127032,"Gerabronn, Stadt",Zweitstimmen,ÖDP,0,0.0
08127047,"Langenburg, Stadt",Erststimmen,ÖDP,,
08127047,"Langenburg, Stadt",Zweitstimmen,ÖDP,1,0.8
08127059,Michelfeld,Erststimmen,ÖDP,0,0.0
08127059,Michelfeld,Zweitstimmen,ÖDP,0,0.0
08127062,Oberrot,Erststimmen,ÖDP,0,0.0
08127062,Oberrot,Zweitstimmen,ÖDP,1,0.5
08127073,Satteldorf,Erststimmen,ÖDP,1,0.2
08127073,Satteldorf,Zweitstimmen,ÖDP,2,0.4
08127100,Rosengarten,Erststimmen,ÖDP,1,0.8
08127100,Rosengarten,Zweitstimmen,ÖDP,0,0.0
08128007,"Bad Mergentheim, Stadt",Erststimmen,ÖDP,,
08128007,"Bad Mergentheim, Stadt",Zweitstimmen,ÖDP,1,0.7
08128014,"Boxberg, Stadt",Erststimmen,ÖDP,,
08128014,"Boxberg, Stadt",Zweitstimmen,ÖDP,0,0.0
08128020,"Creglingen, Stadt",Erststimmen,ÖDP,,
08128020,"Creglingen, Stadt",Zweitstimmen,ÖDP,0,0.0
08128039,"Freudenberg, Stadt",Erststimmen,ÖDP,,
08128039,"Freudenberg, Stadt",Zweitstimmen,ÖDP,0,0.0
08128047,"Grünsfeld, Stadt",Erststimmen,ÖDP,,
08128047,"Grünsfeld, Stadt",Zweitstimmen,ÖDP,2,0.9
08128058,Igersheim,Erststimmen,ÖDP,,
08128058,Igersheim,Zweitstimmen,ÖDP,3,0.9
08128061,Königheim,Erststimmen,ÖDP,,
08128061,Königheim,Zweitstimmen,ÖDP,2,0.3
08128064,"Külsheim, Stadt",Erststimmen,ÖDP,,
08128064,"Külsheim, Stadt",Zweitstimmen,ÖDP,0,0.0
08128082,"Niederstetten, Stadt",Erststimmen,ÖDP,,
08128082,"Niederstetten, Stadt",Zweitstimmen,ÖDP,0,0.0
08128126,"Weikersheim, Stadt",Erststimmen,ÖDP,,
08128126,"Weikersheim, Stadt",Zweitstimmen,ÖDP,0,0.0
08128128,Werbach,Erststimmen,ÖDP,,
08128128,Werbach,Zweitstimmen,ÖDP,0,0.0
08128131,"Wertheim, Stadt",Erststimmen,ÖDP,,
08128131,"Wertheim, Stadt",Zweitstimmen,ÖDP,1,0.5
08128139,"Lauda-Königshofen, Stadt",Erststimmen,ÖDP,,
08128139,"Lauda-Königshofen, Stadt",Zweitstimmen,ÖDP,4,1.4
08135010,Dischingen,Erststimmen,ÖDP,,
08135010,Dischingen,Zweitstimmen,ÖDP,2,0.8
08135016,"Giengen an der Brenz, Stadt",Erststimmen,ÖDP,,
08135016,"Giengen an der Brenz, Stadt",Zweitstimmen,ÖDP,0,0.0
08135020,"Herbrechtingen, Stadt",Erststimmen,ÖDP,,
08135020,"Herbrechtingen, Stadt",Zweitstimmen,ÖDP,0,0.0
08135026,Nattheim,Erststimmen,ÖDP,,
08135026,Nattheim,Zweitstimmen,ÖDP,1,0.7
08135027,"Niederstotzingen, Stadt",Erststimmen,ÖDP,,
08135027,"Niederstotzingen, Stadt",Zweitstimmen,ÖDP,0,0.0
08135031,Sontheim an der Brenz,Erststimmen,ÖDP,,
08135031,Sontheim an der Brenz,Zweitstimmen,ÖDP,0,0.0
08216013,Forbach,Erststimmen,ÖDP,,
08216013,Forbach,Zweitstimmen,ÖDP,0,0.0
08235006,"Altensteig, Stadt",Erststimmen,ÖDP,,
08235006,"Altensteig, Stadt",Zweitstimmen,ÖDP,0,0.0
08235020,Ebhausen,Erststimmen,ÖDP,,
08235020,Ebhausen,Zweitstimmen,ÖDP,1,0.9
08235050,Neuweiler,Erststimmen,ÖDP,,
08235050,Neuweiler,Zweitstimmen,ÖDP,1,0.4
08236031,Kieselbronn,Erststimmen,ÖDP,,
08236031,Kieselbronn,Zweitstimmen,ÖDP,1,0.3
08236038,"Maulbronn, Stadt",Erststimmen,ÖDP,,
08236038,"Maulbronn, Stadt",Zweitstimmen,ÖDP,0,0.0
08237040,"Horb am Neckar, Stadt",Erststimmen,ÖDP,,
08237040,"Horb am Neckar, Stadt",Zweitstimmen,ÖDP,0,0.0
08237072,Wörnersberg,Erststimmen,ÖDP,,
08237072,Wörnersberg,Zweitstimmen,ÖDP,1,1.1
08237073,Seewald,Erststimmen,ÖDP,,
08237073,Seewald,Zweitstimmen,ÖDP,0,0.0
08316011,"Emmendingen, Stadt",Erststimmen,ÖDP,,
08316011,"Emmendingen, Stadt",Zweitstimmen,ÖDP,0,0.0
08316055,Winden im Elztal,Erststimmen,ÖDP,,
08316055,Winden im Elztal,Zweitstimmen,ÖDP,1,0.5
08325012,"Dornhan, Stadt",Erststimmen,ÖDP,0,0.0
08325012,"Dornhan, Stadt",Zweitstimmen,ÖDP,0,0.0
08325015,Epfendorf,Erststimmen,ÖDP,0,0.0
08325015,Epfendorf,Zweitstimmen,ÖDP,0,0.0
08325057,"Sulz am Neckar, Stadt",Erststimmen,ÖDP,2,0.7
08325057,"Sulz am Neckar, Stadt",Zweitstimmen,ÖDP,0,0.0
08326003,"Bad Dürrheim, Stadt",Erststimmen,ÖDP,,
08326003,"Bad Dürrheim, Stadt",Zweitstimmen,ÖDP,0,0.0
08326005,"Blumberg, Stadt",Erststimmen,ÖDP,,
08326005,"Blumberg, Stadt",Zweitstimmen,ÖDP,0,0.0
08326006,"Bräunlingen, Stadt",Erststimmen,ÖDP,,
08326006,"Bräunlingen, Stadt",Zweitstimmen,ÖDP,0,0.0
08326017,"Furtwangen im Schwarzwald, Stadt",Erststimmen,ÖDP,,
08326017,"Furtwangen im Schwarzwald, Stadt",Zweitstimmen,ÖDP,0,0.0
08326052,"St. Georgen im Schwarzwald, Stadt",Erststimmen,ÖDP,,
08326052,"St. Georgen im Schwarzwald, Stadt",Zweitstimmen,ÖDP,1,0.2
08326060,"Triberg im Schwarzwald, Stadt",Erststimmen,ÖDP,,
08326060,"Triberg im Schwarzwald, Stadt",Zweitstimmen,ÖDP,0,0.0
08326068,"Vöhrenbach, Stadt",Erststimmen,ÖDP,,
08326068,"Vöhrenbach, Stadt",Zweitstimmen,ÖDP,0,0.0
08327050,"Tuttlingen, Stadt",Erststimmen,ÖDP,,
08327050,"Tuttlingen, Stadt",Zweitstimmen,ÖDP,2,0.5
