Berichtszeitpunkt,_RS,Name,Regionalebene,GEBAEUDEART_SYS_1,GEBAEUDEART_SYS_11,GEBAEUDEART_SYS_111,GEBAEUDEART_SYS_112,GEBAEUDEART_SYS_12,ZAHLWOHNGN_HHG__1,ZAHLWOHNGN_HHG__2,ZAHLWOHNGN_HHG__3,ZAHLWOHNGN_HHG__4,ZAHLWOHNGN_HHG__5,BAUJAHR_10JA__01,BAUJAHR_10JA__02,BAUJAHR_10JA__03,BAUJAHR_10JA__04,BAUJAHR_10JA__05,BAUJAHR_10JA__06,BAUJAHR_10JA__07,BAUJAHR_10JA__08,BAUJAHR_10JA__09,BAUJAHR_10JA__10,EIGENTUM__1,EIGENTUM__2,EIGENTUM__3,EIGENTUM__4,EIGENTUM__5,EIGENTUM__6,EIGENTUM__7,EIGENTUM__8,HEIZTYP__1,HEIZTYP__2,HEIZTYP__3,HEIZTYP__4,HEIZTYP__5,HEIZTYP__6,ENERGIETRAEGER__1,ENERGIETRAEGER__2,ENERGIETRAEGER__3,ENERGIETRAEGER__4,ENERGIETRAEGER__5,ENERGIETRAEGER__6,ENERGIETRAEGER__7,NERGIETRAEGER__8,ENERGIETRAEGER__9,NUTZUNG__01,NUTZUNG__02,NUTZUNG__03,NUTZUNG__04,MIETE_EURM2_2__01,MIETE_EURM2_2__02,MIETE_EURM2_2__03,MIETE_EURM2_2__04,MIETE_EURM2_2__05,MIETE_EURM2_2__06,MIETE_EURM2_2__07,MIETE_EURM2_2__08,MIETE_EURM2_2__09,MIETE_EURM2_2__10,WOHNFLAECHE_20S__01,WOHNFLAECHE_20S__02,WOHNFLAECHE_20S__03,WOHNFLAECHE_20S__04,WOHNFLAECHE_20S__05,WOHNFLAECHE_20S__06,WOHNFLAECHE_20S__07,WOHNFLAECHE_20S__08,WOHNFLAECHE_20S__09,WOHNFLAECHE_20S__10,RAUMANZAHL__01,RAUMANZAHL__02,RAUMANZAHL__03,RAUMANZAHL__04,RAUMANZAHL__05,RAUMANZAHL__06,RAUMANZAHL__07,QMMIETE,LEQ,ETQ,FLAECHE,LEERSTAND_INSGESAMT,LEERSTAND_DAUER__1,LEERSTAND_DAUER__2,LEERSTAND_DAUER__3,LEERSTAND_DAUER__4,LEERSTAND_GRUND__1,LEERSTAND_GRUND__2,LEERSTAND_GRUND__3,LEERSTAND_GRUND__4,LEERSTAND_GRUND__5,LEERSTAND_GRUND__6,ags
20220515,150905052285,Kamern,Gemeinde,632,616,616,–,14,478,72,76,–,–,253,104,20,25,53,62,61,30,8,16,37,578,–,10,5,–,–,–,14,38,9,433,115,20,210,169,112,–,8,79,12,14,20,426,118,52,33,52,55,8,3,3,–,–,–,–,–,17,75,93,139,96,99,48,23,19,31,5,40,97,156,145,88,102,4.61,4.72,78.23,104.36,33,4,3,4,21,8,12,–,–,4,8,15090285
20220515,150905052310,Klietz,Gemeinde,837,817,817,–,22,570,61,120,88,–,162,311,45,15,172,52,37,19,13,9,29,705,–,98,–,7,–,–,104,119,3,505,102,4,341,190,92,–,17,76,13,104,4,515,213,6,101,68,138,10,–,–,–,–,–,–,–,16,120,161,155,172,111,53,12,25,16,4,69,143,232,199,113,76,4.29,11.98,71.49,96.12,101,9,14,9,72,59,12,–,7,–,19,15090310
20220515,150905052445,"Sandau (Elbe), Stadt",Gemeinde,444,428,428,–,13,328,54,62,–,–,107,88,35,14,30,52,76,25,3,13,42,391,–,–,3,11,–,–,25,29,5,322,60,6,212,102,27,–,12,46,17,25,6,304,96,18,27,20,63,11,–,–,–,–,–,–,–,13,55,72,81,87,67,31,14,12,10,5,26,77,105,113,54,65,5.45,5.56,76.47,100.64,27,3,–,9,12,–,7,–,7,4,9,15090445
20220515,150905052485,Schollene,Gemeinde,642,621,621,–,20,435,94,94,14,–,286,106,16,34,33,50,86,15,4,8,49,499,–,35,5,5,–,49,9,15,6,495,108,5,140,291,101,–,10,68,16,9,5,390,162,31,58,38,113,6,–,–,–,–,–,–,–,9,94,130,124,96,99,37,19,3,28,4,29,134,166,145,86,71,4.66,9.78,72.61,98.84,58,3,4,10,43,26,10,7,3,3,11,15090485
20220515,150905052500,Schönhausen (Elbe),Gemeinde,1188,1169,1169,–,17,775,105,226,81,–,380,210,64,77,39,176,120,56,26,38,69,931,17,146,14,–,–,3,67,144,4,779,159,32,705,154,92,3,17,109,12,67,32,704,374,10,94,138,205,33,–,–,–,–,–,–,–,27,199,242,200,200,176,62,24,25,28,–,75,200,369,312,129,98,4.46,7.92,65.67,95.05,94,7,3,15,69,37,16,9,7,5,26,15090500
20220515,150905052631,Wust-Fischbeck,Gemeinde,635,617,617,–,14,424,80,109,15,–,231,89,26,41,28,90,67,23,26,7,70,506,–,45,–,8,–,–,44,40,5,471,63,9,307,101,88,–,13,61,12,44,9,401,167,11,53,78,87,–,–,–,–,–,–,–,–,7,83,80,118,114,104,50,20,13,31,–,23,86,180,175,84,83,3.98,8.37,70.77,106.78,53,3,–,13,36,14,9,4,10,3,11,15090631
20220515,150905053003,Aland,Gemeinde,726,713,713,–,15,472,110,132,13,–,270,139,53,74,30,47,62,24,13,10,101,604,6,11,3,–,–,–,18,58,9,532,97,14,329,156,145,–,7,41,20,18,14,499,140,22,65,74,59,5,–,–,–,–,–,–,–,16,76,110,155,110,127,59,22,16,39,10,31,112,178,165,118,105,4.14,9.45,78.24,106.64,65,5,10,5,50,10,25,–,6,7,15,15090003
20220515,150905053007,Altmärkische Höhe,Gemeinde,959,936,936,–,25,628,150,165,18,–,355,205,70,36,120,65,58,29,4,15,102,833,–,9,–,12,–,3,44,53,9,706,127,18,432,201,159,–,13,35,52,44,18,663,143,16,139,95,41,3,–,–,–,–,–,–,–,18,93,163,157,146,130,84,41,43,77,20,28,128,235,191,144,211,4.09,14.43,82.81,112.41,139,11,17,23,91,38,12,10,11,19,45,15090007
20220515,150905053008,Altmärkische Wische,Gemeinde,451,437,437,–,11,324,40,91,–,–,85,100,85,50,31,62,25,13,3,–,13,430,3,3,–,–,–,6,29,44,18,267,71,22,219,86,43,4,–,32,20,29,22,277,123,14,41,66,48,3,3,–,–,–,–,–,–,13,67,64,79,99,59,29,7,4,28,–,32,64,119,123,58,57,4.01,9.6,71.06,103.43,41,3,7,12,27,20,9,–,–,–,9,15090008
20220515,150905053520,"Seehausen (Altmark), Hansestadt",Gemeinde,2827,2779,2775,3,45,1258,350,628,571,13,735,348,120,493,212,385,339,105,41,45,145,1748,298,585,11,30,–,8,681,272,20,1611,198,46,1456,276,162,–,54,98,52,681,46,1176,1303,28,318,278,969,47,8,6,–,–,–,–,–,123,586,682,404,370,312,162,65,53,71,72,391,730,571,483,323,259,4.53,11.54,47.72,90.27,318,33,25,55,208,192,48,5,14,14,46,15090520
20220515,150905053635,Zehrental,Gemeinde,477,467,467,–,8,327,76,63,16,–,206,74,38,40,11,41,40,16,3,–,42,417,3,7,–,8,–,–,12,19,3,315,115,11,169,102,109,–,16,32,22,12,11,311,84,18,64,39,35,3,–,–,–,–,–,–,–,5,45,63,82,96,80,48,19,17,20,–,14,53,130,114,70,90,4.12,13.96,79.33,110.34,64,3,17,4,49,9,11,5,8,3,27,15090635
20220515,150910010010,"Annaburg, Stadt",Gemeinde,3682,3591,3591,–,88,2059,487,915,210,14,1232,678,226,432,228,443,283,98,27,28,255,2760,349,261,23,31,–,6,257,277,20,2660,397,68,1424,1126,319,–,112,289,89,257,68,2099,1124,37,422,363,729,30,3,–,–,–,–,–,–,82,676,679,661,603,501,232,96,59,97,21,156,674,1018,812,486,517,4.32,11.12,65.74,95.56,422,45,27,50,297,198,77,11,18,24,95,15091010
20220515,150910020020,"Bad Schmiedeberg, Stadt",Gemeinde,4640,4461,4461,–,176,2444,768,947,370,106,1458,990,206,274,385,354,624,241,39,70,533,3639,–,269,20,75,19,83,94,374,60,3632,385,93,2632,1084,378,–,85,225,46,94,93,2742,1419,92,383,376,883,136,7,3,–,7,–,3,4,183,713,981,824,717,578,288,141,106,116,85,285,887,1288,927,613,550,4.78,7.98,67.26,95.59,383,30,20,34,296,125,80,9,49,21,105,15091020
20220515,150910060060,"Coswig (Anhalt), Stadt",Gemeinde,6648,6471,6471,–,178,3453,726,1009,1174,287,1812,1406,484,537,450,537,1115,175,58,77,764,4475,604,680,34,81,3,11,503,203,360,4837,601,140,3134,1895,357,–,123,347,146,503,140,3642,2336,69,596,848,1307,155,14,3,3,–,–,–,3,278,1329,1421,1142,997,759,335,150,98,141,164,585,1341,1826,1343,775,608,4.62,8.52,61.17,90.26,596,88,60,75,381,278,103,14,37,20,145,15091060
20220515,150910110110,"Gräfenhainichen, Stadt",Gemeinde,6721,6599,6599,–,118,3061,642,1418,1278,318,835,2109,408,754,505,890,778,274,74,93,594,3660,732,1331,–,400,–,3,1737,545,191,3754,433,59,3224,1110,188,–,153,197,46,1737,59,3161,2881,25,650,1063,1417,325,36,9,10,17,3,–,–,225,1853,1551,1071,825,643,255,119,80,96,109,336,1757,2208,1258,590,461,4.68,9.65,52.39,84.07,650,95,45,71,441,297,62,175,33,18,67,15091110
20220515,150910145145,"Jessen (Elster), Stadt",Gemeinde,7706,7518,7518,–,187,3867,946,851,1742,298,1497,1458,593,529,891,1166,753,546,137,133,618,5159,577,51,1068,230,–,3,1787,226,38,4999,568,86,1490,2882,492,3,394,440,132,1787,86,4069,2846,69,718,622,1871,333,14,7,–,–,–,3,6,353,1182,1736,1238,1124,1023,467,220,141,224,200,497,1480,2078,1525,974,950,5.03,9.3,59.26,94.49,718,92,61,84,482,328,131,24,36,48,152,15091145
20220515,150910160160,"Kemberg, Stadt",Gemeinde,5263,5151,5120,27,116,3239,960,840,201,23,1610,1232,298,346,437,431,515,182,114,101,522,4464,–,144,74,50,–,7,162,309,101,4086,515,89,2281,1786,390,–,139,299,109,162,89,3537,1148,110,466,410,633,66,10,10,16,4,–,–,–,159,654,946,1005,926,805,332,191,95,151,67,276,789,1452,1209,716,754,4.76,8.86,76.46,100.07,466,59,32,59,312,127,108,17,57,30,123,15091160
20220515,150910241241,"Oranienbaum-Wörlitz, Stadt",Gemeinde,4434,4320,4320,–,114,2552,574,902,348,63,1149,923,393,391,290,321,561,235,74,97,631,3320,10,148,15,303,–,10,532,353,59,3084,325,79,2396,794,185,3,118,256,75,532,79,2795,1247,33,362,429,628,167,18,–,3,–,–,–,–,121,788,895,768,688,575,280,134,69,110,82,267,900,1362,898,514,417,4.84,7.99,69.96,94.81,362,34,32,34,263,118,65,12,34,25,107,15091241
20220515,150910375375,"Wittenberg, Lutherstadt",Gemeinde,26869,26188,26188,–,684,8429,2346,5564,9217,1311,4603,8549,704,2409,5073,1144,2615,1067,323,384,3012,13440,2768,5669,1420,391,10,160,9406,2616,115,13980,566,182,13926,2110,376,3,366,364,133,9406,182,9485,15436,118,1832,1244,11425,2367,239,72,28,35,3,12,5,1191,8819,6055,3965,2684,2142,919,421,231,431,458,2857,7377,8468,4255,1890,1568,5.32,6.66,38.5,80.62,1832,408,188,216,1011,876,362,70,115,110,289,15091375
20220515,150910391391,"Zahna-Elster, Stadt",Gemeinde,4632,4510,4510,–,123,2917,932,576,176,35,1190,1489,190,310,288,319,452,222,83,92,481,3792,107,146,45,40,–,16,200,282,31,3641,421,60,2151,1430,226,–,142,350,78,200,60,3296,1079,36,225,388,592,93,10,–,–,–,–,–,–,80,564,766,867,841,752,343,165,112,148,41,185,643,1255,1145,702,660,4.64,4.69,76.4,103.11,225,24,11,18,162,48,63,3,25,16,55,15091391
