official_id,kind,wahlkreis_nummer,ags,suffix,parent_municipality,label,reported_precincts,total_precincts,last_changed
3333190000051,GEMEINDE_TEIL,333,31900000,51,"Worms, Kreisfreie Stadt",Worms/Horchheim,5,5,2026-03-22 20:16:30
3333190000052,GEMEINDE_TEIL,333,31900000,52,"Worms, Kreisfreie Stadt",Worms/Weinsheim,2,2,2026-03-22 19:40:16
3333190000053,GEMEINDE_TEIL,333,31900000,53,"Worms, Kreisfreie Stadt",Worms/Wiesoppenheim,2,2,2026-03-22 19:21:33
3333190000054,GEMEINDE_TEIL,333,31900000,54,"Worms, Kreisfreie Stadt",Worms/Heppenheim,2,2,2026-03-22 20:50:31
3333190000061,GEMEINDE_TEIL,333,31900000,61,"Worms, Kreisfreie Stadt",Worms/Pfeddersheim,9,9,2026-03-22 19:33:46
3333190000062,GEMEINDE_TEIL,333,31900000,62,"Worms, Kreisfreie Stadt",Worms/Abenheim,4,4,2026-03-22 20:16:06
3333190000071,GEMEINDE_TEIL,333,31900000,71,"Worms, Kreisfreie Stadt",Worms/Rheindürkheim,3,3,2026-03-22 20:24:03
3333190000072,GEMEINDE_TEIL,333,31900000,72,"Worms, Kreisfreie Stadt",Worms/Ibersheim,2,2,2026-03-22 19:57:25
3343310000301,GEMEINDE_TEIL,334,33100003,01,"Alzey, Verbandsfreie Gemeinde",Stadt,10,10,2026-03-22 19:58:15
3343310000302,GEMEINDE_TEIL,334,33100003,02,"Alzey, Verbandsfreie Gemeinde",Dautenheim,1,1,2026-03-22 19:03:47
3343310000303,GEMEINDE_TEIL,334,33100003,03,"Alzey, Verbandsfreie Gemeinde",Schafhausen,1,1,2026-03-22 18:42:07
3343310000304,GEMEINDE_TEIL,334,33100003,04,"Alzey, Verbandsfreie Gemeinde",Heimersheim,1,1,2026-03-22 19:21:20
3343310000305,GEMEINDE_TEIL,334,33100003,05,"Alzey, Verbandsfreie Gemeinde",Weinheim,2,2,2026-03-22 19:36:34
3353110000010,GEMEINDE_TEIL,335,31100000,10,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Mitte,6,6,2026-03-22 19:20:03
3353110000020,GEMEINDE_TEIL,335,31100000,20,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Nord,7,7,2026-03-22 19:36:01
3353110000030,GEMEINDE_TEIL,335,31100000,30,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Ost,5,5,2026-03-22 19:36:19
3353110000040,GEMEINDE_TEIL,335,31100000,40,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Süd,15,15,2026-03-22 20:13:00
3353110000050,GEMEINDE_TEIL,335,31100000,50,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - West,8,8,2026-03-22 19:34:54
3353110000060,GEMEINDE_TEIL,335,31100000,60,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Mörsch,4,4,2026-03-22 19:38:48
3353110000070,GEMEINDE_TEIL,335,31100000,70,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Studernheim,3,3,2026-03-22 19:21:04
3353110000080,GEMEINDE_TEIL,335,31100000,80,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Eppstein,3,3,2026-03-22 19:37:46
3353110000090,GEMEINDE_TEIL,335,31100000,90,"Frankenthal (Pfalz), Kreisfreie Stadt",Frankenthal - Flomersheim,4,4,2026-03-22 19:17:55
3363140000011,GEMEINDE_TEIL,336,31400000,11,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Mitte,5,5,2026-03-22 19:05:00
3363140000012,GEMEINDE_TEIL,336,31400000,12,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Süd,15,15,2026-03-22 19:58:11
3363140000013,GEMEINDE_TEIL,336,31400000,13,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Nord,9,9,2026-03-22 19:19:32
3363140000014,GEMEINDE_TEIL,336,31400000,14,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/West,2,2,2026-03-22 19:23:29
3363140000015,GEMEINDE_TEIL,336,31400000,15,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Friesenheim,17,17,2026-03-22 19:30:15
3363140000051,GEMEINDE_TEIL,336,31400000,51,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Mundenheim,9,9,2026-03-22 20:09:12
3363140000052,GEMEINDE_TEIL,336,31400000,52,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Rheingönheim,9,9,2026-03-22 19:57:22
3373140000021,GEMEINDE_TEIL,337,31400000,21,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Oppau,9,9,2026-03-22 19:18:34
3373140000022,GEMEINDE_TEIL,337,31400000,22,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Edigheim,10,10,2026-03-22 19:42:13
3373140000023,GEMEINDE_TEIL,337,31400000,23,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Pfingstweide,5,5,2026-03-22 19:08:41
3373140000031,GEMEINDE_TEIL,337,31400000,31,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Oggersheim,24,24,2026-03-22 20:38:23
3373140000035,GEMEINDE_TEIL,337,31400000,35,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Ruchheim,6,6,2026-03-22 19:32:11
3373140000041,GEMEINDE_TEIL,337,31400000,41,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Gartenstadt,18,18,2026-03-22 19:43:48
3373140000042,GEMEINDE_TEIL,337,31400000,42,"Ludwigshafen am Rhein, Kreisfreie Stadt",Ludwigshafen/Maudach,7,7,2026-03-22 20:12:10
3393180000011,GEMEINDE_TEIL,339,31800000,11,"Speyer, Kreisfreie Stadt",Speyer/Kernstadt-Nord,6,6,2026-03-22 19:55:30
3393180000012,GEMEINDE_TEIL,339,31800000,12,"Speyer, Kreisfreie Stadt",Speyer/Kernstadt-Süd,3,3,2026-03-22 19:34:56
3393180000013,GEMEINDE_TEIL,339,31800000,13,"Speyer, Kreisfreie Stadt",Speyer/Süd,5,5,2026-03-22 20:00:05
3393180000014,GEMEINDE_TEIL,339,31800000,14,"Speyer, Kreisfreie Stadt",Speyer/Süd-West,2,2,2026-03-22 19:32:01
3393180000015,GEMEINDE_TEIL,339,31800000,15,"Speyer, Kreisfreie Stadt",Speyer/West,6,6,2026-03-22 19:49:20
3393180000016,GEMEINDE_TEIL,339,31800000,16,"Speyer, Kreisfreie Stadt",Speyer/Im Erlich,6,6,2026-03-22 19:51:31
3393180000017,GEMEINDE_TEIL,339,31800000,17,"Speyer, Kreisfreie Stadt",Speyer/Nord-West,1,1,2026-03-22 19:06:49
3393180000018,GEMEINDE_TEIL,339,31800000,18,"Speyer, Kreisfreie Stadt",Speyer/Nord-Ost,4,4,2026-03-22 20:08:13
3393180000021,GEMEINDE_TEIL,339,31800000,21,"Speyer, Kreisfreie Stadt",Speyer/Neuland,2,2,2026-03-22 19:13:55
3393180000022,GEMEINDE_TEIL,339,31800000,22,"Speyer, Kreisfreie Stadt",Speyer/Im Vogelgesang,2,2,2026-03-22 19:51:27
3393180000027,GEMEINDE_TEIL,339,31800000,27,"Speyer, Kreisfreie Stadt",Speyer/Speyer-Nord,6,6,2026-03-22 19:47:50
3393180000028,GEMEINDE_TEIL,339,31800000,28,"Speyer, Kreisfreie Stadt",Speyer/Nördlich der Autobahn,1,1,2026-03-22 19:54:33
4423320000201,GEMEINDE_TEIL,442,33200002,01,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Mitte,2,2,2026-03-22 19:48:31
4423320000202,GEMEINDE_TEIL,442,33200002,02,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Nord,1,1,2026-03-22 19:43:48
4423320000203,GEMEINDE_TEIL,442,33200002,03,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Ost,2,2,2026-03-22 20:29:12
4423320000204,GEMEINDE_TEIL,442,33200002,04,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Süd,2,2,2026-03-22 19:29:05
4423320000205,GEMEINDE_TEIL,442,33200002,05,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Nordwest,1,1,2026-03-22 19:40:33
4423320000206,GEMEINDE_TEIL,442,33200002,06,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/West,1,1,2026-03-22 19:37:57
4423320000207,GEMEINDE_TEIL,442,33200002,07,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Seebach,1,1,2026-03-22 20:31:29
4423320000208,GEMEINDE_TEIL,442,33200002,08,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Grethen,2,2,2026-03-22 19:34:49
4423320000209,GEMEINDE_TEIL,442,33200002,09,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Hardenburg,1,1,2026-03-22 19:16:15
4423320000210,GEMEINDE_TEIL,442,33200002,10,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Leistadt,1,1,2026-03-22 19:20:31
4423320000211,GEMEINDE_TEIL,442,33200002,11,"Bad Dürkheim, Verbandsfreie Gemeinde",Bad Dürkheim/Ungstein,1,1,2026-03-22 19:50:56
4433160000010,GEMEINDE_TEIL,443,31600000,10,"Neustadt an der Weinstraße, Kreisfreie Stadt",Innenstadt,3,3,2026-03-22 20:01:57
4433160000011,GEMEINDE_TEIL,443,31600000,11,"Neustadt an der Weinstraße, Kreisfreie Stadt",Diedesfeld,3,3,2026-03-22 19:38:03
4433160000020,GEMEINDE_TEIL,443,31600000,20,"Neustadt an der Weinstraße, Kreisfreie Stadt",Hambacher Höhe,5,5,2026-03-22 20:13:20
4433160000022,GEMEINDE_TEIL,443,31600000,22,"Neustadt an der Weinstraße, Kreisfreie Stadt",Geinsheim,3,3,2026-03-22 19:25:25
4433160000030,GEMEINDE_TEIL,443,31600000,30,"Neustadt an der Weinstraße, Kreisfreie Stadt",Vorstadt,2,2,2026-03-22 19:43:54
4433160000033,GEMEINDE_TEIL,443,31600000,33,"Neustadt an der Weinstraße, Kreisfreie Stadt",Gimmeldingen,3,3,2026-03-22 20:13:44
4433160000040,GEMEINDE_TEIL,443,31600000,40,"Neustadt an der Weinstraße, Kreisfreie Stadt",Schöntal,3,3,2026-03-22 19:34:22
4433160000044,GEMEINDE_TEIL,443,31600000,44,"Neustadt an der Weinstraße, Kreisfreie Stadt",Haardt,3,3,2026-03-22 19:37:31
4433160000050,GEMEINDE_TEIL,443,31600000,50,"Neustadt an der Weinstraße, Kreisfreie Stadt",Winzingen,4,4,2026-03-22 20:03:54
4433160000055,GEMEINDE_TEIL,443,31600000,55,"Neustadt an der Weinstraße, Kreisfreie Stadt",Hambach,6,6,2026-03-22 19:35:29
4433160000060,GEMEINDE_TEIL,443,31600000,60,"Neustadt an der Weinstraße, Kreisfreie Stadt",Böbig,2,2,2026-03-22 19:23:42
4433160000066,GEMEINDE_TEIL,443,31600000,66,"Neustadt an der Weinstraße, Kreisfreie Stadt",Königsbach,2,2,2026-03-22 19:30:52
4433160000070,GEMEINDE_TEIL,443,31600000,70,"Neustadt an der Weinstraße, Kreisfreie Stadt",Oststadt,6,6,2026-03-22 19:39:36
4433160000077,GEMEINDE_TEIL,443,31600000,77,"Neustadt an der Weinstraße, Kreisfreie Stadt",Lachen-Speyerdorf,6,6,2026-03-22 20:44:14
4433160000088,GEMEINDE_TEIL,443,31600000,88,"Neustadt an der Weinstraße, Kreisfreie Stadt",Mußbach,4,4,2026-03-22 19:43:22
4433160000099,GEMEINDE_TEIL,443,31600000,99,"Neustadt an der Weinstraße, Kreisfreie Stadt",Duttweiler,2,2,2026-03-22 19:33:40
4443120000001,GEMEINDE_TEIL,444,31200000,01,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Innenstadt Ost,8,8,2026-03-22 20:54:33
4443120000002,GEMEINDE_TEIL,444,31200000,02,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Innenstadt-Südwest,6,6,2026-03-22 20:07:31
4443120000003,GEMEINDE_TEIL,444,31200000,03,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Innenstadt West/Kotten,7,7,2026-03-22 19:59:31
4443120000004,GEMEINDE_TEIL,444,31200000,04,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Innenstadt Nord/Kaiserberg,8,8,2026-03-22 20:33:07
4443120000005,GEMEINDE_TEIL,444,31200000,05,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Grübentälchen/Volkspark,7,7,2026-03-22 20:03:29
4443120000008,GEMEINDE_TEIL,444,31200000,08,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Bännjerrück/Karl-Pfaff-Siedlung,6,6,2026-03-22 20:15:21
4443120000009,GEMEINDE_TEIL,444,31200000,09,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern-West,5,5,2026-03-22 20:38:26
4443120000010,GEMEINDE_TEIL,444,31200000,10,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Erzhütten/Wiesenthalerhof,3,3,2026-03-22 20:20:21
4443120000016,GEMEINDE_TEIL,444,31200000,16,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Hohenecken,4,4,2026-03-22 19:41:35
4453120000006,GEMEINDE_TEIL,445,31200000,06,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Betzenberg,4,4,2026-03-22 20:08:56
4453120000007,GEMEINDE_TEIL,445,31200000,07,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Lämmchesberg/Uniwohnstadt,9,9,2026-03-22 19:48:22
4453120000011,GEMEINDE_TEIL,445,31200000,11,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Einsiedlerhof,2,2,2026-03-22 19:50:44
4453120000012,GEMEINDE_TEIL,445,31200000,12,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Morlautern,3,3,2026-03-22 19:39:54
4453120000013,GEMEINDE_TEIL,445,31200000,13,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Erlenbach,3,3,2026-03-22 19:16:33
4453120000014,GEMEINDE_TEIL,445,31200000,14,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Mölschbach,2,2,2026-03-22 19:32:50
4453120000015,GEMEINDE_TEIL,445,31200000,15,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Dansenberg,3,3,2026-03-22 19:58:11
4453120000017,GEMEINDE_TEIL,445,31200000,17,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Siegelbach,3,3,2026-03-22 20:00:50
4453120000018,GEMEINDE_TEIL,445,31200000,18,"Kaiserslautern, Kreisfreie Stadt",Kaiserslautern/Erfenbach,3,3,2026-03-22 20:02:21
4463350100301,GEMEINDE_TEIL,446,33501003,01,Bruchmühlbach-Miesau,Bruchmühlbach-Miesau/Bruchmühlbach,2,2,2026-03-22 19:39:37
4463350100302,GEMEINDE_TEIL,446,33501003,02,Bruchmühlbach-Miesau,Bruchmühlbach-Miesau/Miesau,2,2,2026-03-22 19:34:07
4463350100303,GEMEINDE_TEIL,446,33501003,03,Bruchmühlbach-Miesau,Bruchmühlbach-Miesau/Elschbach,1,1,2026-03-22 18:49:28
4463350100304,GEMEINDE_TEIL,446,33501003,04,Bruchmühlbach-Miesau,Bruchmühlbach-Miesau/Vogelbach,1,1,2026-03-22 19:09:40
4463350100305,GEMEINDE_TEIL,446,33501003,05,Bruchmühlbach-Miesau,Bruchmühlbach-Miesau/Buchholz,1,1,2026-03-22 19:10:59
4473200000010,GEMEINDE_TEIL,447,32000000,10,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Stadtmitte,11,11,2026-03-22 20:25:58
4473200000011,GEMEINDE_TEIL,447,32000000,11,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Bubenhausen,3,3,2026-03-22 19:24:03
4473200000012,GEMEINDE_TEIL,447,32000000,12,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Ernstweiler,2,2,2026-03-22 19:26:54
4473200000013,GEMEINDE_TEIL,447,32000000,13,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Ixheim,5,5,2026-03-22 19:47:47
4473200000014,GEMEINDE_TEIL,447,32000000,14,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Mittelbach,2,2,2026-03-22 20:50:21
4473200000015,GEMEINDE_TEIL,447,32000000,15,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Mörsbach,2,2,2026-03-22 19:03:30
4473200000016,GEMEINDE_TEIL,447,32000000,16,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Niederauerbach,3,3,2026-03-22 20:05:26
4473200000017,GEMEINDE_TEIL,447,32000000,17,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Oberauerbach,2,2,2026-03-22 19:26:47
4473200000018,GEMEINDE_TEIL,447,32000000,18,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Rimschweiler,2,2,2026-03-22 19:43:11
4473200000019,GEMEINDE_TEIL,447,32000000,19,"Zweibrücken, Kreisfreie Stadt",Zweibrücken/Wattweiler,2,2,2026-03-22 19:37:43
4483170000021,GEMEINDE_TEIL,448,31700000,21,"Pirmasens, Kreisfreie Stadt",Pirmasens,34,34,2026-03-22 20:04:19
4483170000022,GEMEINDE_TEIL,448,31700000,22,"Pirmasens, Kreisfreie Stadt",Erlenbrunn,2,2,2026-03-22 19:34:34
4483170000023,GEMEINDE_TEIL,448,31700000,23,"Pirmasens, Kreisfreie Stadt",Fehrbach,2,2,2026-03-22 19:11:46
4483170000024,GEMEINDE_TEIL,448,31700000,24,"Pirmasens, Kreisfreie Stadt",Hengsberg,1,1,2026-03-22 18:33:39
4483170000025,GEMEINDE_TEIL,448,31700000,25,"Pirmasens, Kreisfreie Stadt",Niedersimten,1,1,2026-03-22 18:38:52
4483170000026,GEMEINDE_TEIL,448,31700000,26,"Pirmasens, Kreisfreie Stadt",Winzeln,2,2,2026-03-22 19:40:29
4483170000027,GEMEINDE_TEIL,448,31700000,27,"Pirmasens, Kreisfreie Stadt",Gersbach,2,2,2026-03-22 20:35:18
4483170000028,GEMEINDE_TEIL,448,31700000,28,"Pirmasens, Kreisfreie Stadt",Windsberg,1,1,2026-03-22 18:32:32
4503130000001,GEMEINDE_TEIL,450,31300000,01,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Queichheim,3,3,2026-03-22 19:12:09
4503130000002,GEMEINDE_TEIL,450,31300000,02,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Mörlheim,2,2,2026-03-22 19:24:05
4503130000003,GEMEINDE_TEIL,450,31300000,03,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Arzheim,2,2,2026-03-22 19:14:54
4503130000004,GEMEINDE_TEIL,450,31300000,04,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Dammheim,2,2,2026-03-22 18:50:12
4503130000005,GEMEINDE_TEIL,450,31300000,05,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Godramstein,3,3,2026-03-22 18:58:39
4503130000006,GEMEINDE_TEIL,450,31300000,06,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Mörzheim,2,2,2026-03-22 19:14:22
4503130000007,GEMEINDE_TEIL,450,31300000,07,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Nußdorf,2,2,2026-03-22 19:16:52
4503130000008,GEMEINDE_TEIL,450,31300000,08,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Wollmesheim,2,2,2026-03-22 19:20:11
4503130000009,GEMEINDE_TEIL,450,31300000,09,"Landau in der Pfalz, Kreisfreie Stadt",Landau/Landau,24,24,2026-03-22 20:29:44
4513340000701,GEMEINDE_TEIL,451,33400007,01,"Germersheim, Verbandsfreie Gemeinde",Germersheim/Germersheim,11,11,2026-03-22 20:21:34
4513340000702,GEMEINDE_TEIL,451,33400007,02,"Germersheim, Verbandsfreie Gemeinde",Germersheim/Sondernheim,4,4,2026-03-22 20:02:34
4523340050101,GEMEINDE_TEIL,452,33400501,01,"Wörth am Rhein, Verbandsfreie Gemeinde",Wörth am Rhein/Wörth,10,10,2026-03-22 19:23:50
4523340050102,GEMEINDE_TEIL,452,33400501,02,"Wörth am Rhein, Verbandsfreie Gemeinde",Wörth am Rhein/Maximiliansau,8,8,2026-03-22 19:22:16
4523340050103,GEMEINDE_TEIL,452,33400501,03,"Wörth am Rhein, Verbandsfreie Gemeinde",Wörth am Rhein/Schaidt,2,2,2026-03-22 19:24:50
4523340050104,GEMEINDE_TEIL,452,33400501,04,"Wörth am Rhein, Verbandsfreie Gemeinde",Wörth am Rhein/Büchelberg,2,2,2026-03-22 18:58:31
